fish_id,group,batch,tbi_dpf,dpf,days_post_tbi,syringe_ml,holder,weight_g,drop_height_cm,n_weight_drops,inter_drop_interval_lt_10_min,nominal_peak_pressure_kpa,measured_peak_pressure_kpa,cumulative_pressure_burden_kpa_hits,recording_duration_min,sampling_rate_hz,anti_alias_lowpass_hz,bandpass_low_hz,bandpass_high_hz,window_length_s,window_overlap_s,electrode_impedance_mohm,rms_noise_mv,electrode_shift_pct,qc_pass,lfp_mean_uv,lfp_variance_uv2,lfp_skewness,lfp_kurtosis,lfp_fourth_power_mean_uv4,lfp_seizure_event_rate_per_h,lfp_ica_complexity,hidden_state_TRUTH,is_synthetic,simulator_seed
TBI0036,sham,3,3,5,2,10,three_prong_clamp,0,0,0,False,0.0,0.0,0.0,240,3000,3000,0.5,1000,30,20,2.7645,0.0539,6.7691,True,1.9953,1017.0448,0.3169,3.5977,3448320.0373,0.0,0.7727,0,True,42
TBI0036,sham,3,3,6,3,10,three_prong_clamp,0,0,0,False,0.0,0.0,0.0,240,3000,3000,0.5,1000,30,20,2.6813,0.0864,7.7079,True,-4.4221,878.0607,0.0897,4.1509,3535446.8925,0.0,0.8316,0,True,42
TBI0037,sham,2,3,4,1,10,three_prong_clamp,0,0,0,False,0.0,0.0,0.0,240,3000,3000,0.5,1000,30,20,2.6747,0.0534,10.1997,True,-5.8171,638.01,-0.151,2.7975,1019223.6365,0.0,0.9497,0,True,42
TBI0037,sham,2,3,5,2,10,three_prong_clamp,0,0,0,False,0.0,0.0,0.0,240,3000,3000,0.5,1000,30,20,3.2183,0.0759,20.382,True,-0.5144,595.1608,0.3212,3.0419,946746.7523,0.0,1.0,0,True,42
TBI0037,sham,2,3,6,3,10,three_prong_clamp,0,0,0,False,0.0,0.0,0.0,240,3000,3000,0.5,1000,30,20,2.947,0.0761,16.1531,True,5.2995,427.1615,0.1314,2.7741,452319.057,0.0,1.0,0,True,42
TBI0038,sham,4,3,4,1,10,three_prong_clamp,0,0,0,False,0.0,0.0,0.0,240,3000,3000,0.5,1000,30,20,3.298,0.0869,5.863,True,-5.4052,623.9857,-0.2411,3.3998,1241065.4177,0.25,0.8134,0,True,42
TBI0038,sham,4,3,5,2,10,three_prong_clamp,0,0,0,False,0.0,0.0,0.0,240,3000,3000,0.5,1000,30,20,3.2869,0.0519,5.7345,True,6.3422,388.2633,-0.3487,2.7564,419123.9732,0.25,0.8773,0,True,42
TBI0038,sham,4,3,6,3,10,three_prong_clamp,0,0,0,False,0.0,0.0,0.0,240,3000,3000,0.5,1000,30,20,2.8342,0.1039,14.1847,True,-12.6982,933.7032,-0.5005,3.5582,3577798.9496,0.0,0.9073,0,True,42
TBI0039,sham,4,3,4,1,10,three_prong_clamp,0,0,0,False,0.0,0.0,0.0,240,3000,3000,0.5,1000,30,20,2.8187,0.0949,5.1417,True,7.1198,647.3807,-0.0423,3.8018,1586243.3833,0.0,0.8987,0,True,42
TBI0039,sham,4,3,5,2,10,three_prong_clamp,0,0,0,False,0.0,0.0,0.0,240,3000,3000,0.5,1000,30,20,3.3653,0.0552,7.6851,True,12.5622,779.7682,0.2766,2.4089,1356664.0134,0.0,0.8402,0,True,42
TBI0039,sham,4,3,6,3,10,three_prong_clamp,0,0,0,False,0.0,0.0,0.0,240,3000,3000,0.5,1000,30,20,3.0387,0.3295,19.4856,False,-3.1863,695.5123,0.2428,3.572,1562087.2462,0.0,0.8651,0,True,42
TBI0040,sham,1,3,4,1,10,three_prong_clamp,0,0,0,False,0.0,0.0,0.0,240,3000,3000,0.5,1000,30,20,3.219,0.0695,7.5601,True,-2.7964,547.8924,0.2525,3.3871,912767.2112,0.0,0.9933,0,True,42
TBI0040,sham,1,3,5,2,10,three_prong_clamp,0,0,0,False,0.0,0.0,0.0,240,3000,3000,0.5,1000,30,20,3.0349,0.0408,11.5621,True,-0.1492,612.1875,-0.0408,2.7779,1092889.7001,0.0,0.9033,0,True,42
TBI0040,sham,1,3,6,3,10,three_prong_clamp,0,0,0,False,0.0,0.0,0.0,240,3000,3000,0.5,1000,30,20,2.7469,0.0494,10.0917,True,-7.6889,514.2535,0.202,2.7219,605681.1129,0.0,0.9227,0,True,42
TBI0041,sham,3,3,4,1,10,three_prong_clamp,0,0,0,False,0.0,0.0,0.0,240,3000,3000,0.5,1000,30,20,2.726,0.0763,7.8042,True,0.0005,613.8065,0.0159,3.6459,1392503.4161,0.0,0.9497,0,True,42
TBI0041,sham,3,3,5,2,10,three_prong_clamp,0,0,0,False,0.0,0.0,0.0,240,3000,3000,0.5,1000,30,20,3.1972,0.0763,33.5274,True,-3.8236,545.8924,0.0377,3.7293,1075362.6028,0.25,0.7778,0,True,42
TBI0041,sham,3,3,6,3,10,three_prong_clamp,0,0,0,False,0.0,0.0,0.0,240,3000,3000,0.5,1000,30,20,3.3186,0.0494,25.0755,True,4.2197,555.173,-0.5503,3.7238,1212690.3878,0.0,0.8661,0,True,42
TBI0042,sham,2,3,4,1,10,three_prong_clamp,0,0,0,False,0.0,0.0,0.0,240,3000,3000,0.5,1000,30,20,3.1528,0.0702,8.6238,True,13.5179,981.008,0.0627,3.7269,3184091.1222,0.0,0.8893,0,True,42
TBI0042,sham,2,3,5,2,10,three_prong_clamp,0,0,0,False,0.0,0.0,0.0,240,3000,3000,0.5,1000,30,20,2.626,0.0525,27.1345,True,11.1301,493.5296,0.2119,3.3563,955631.9517,0.0,0.8908,0,True,42
TBI0042,sham,2,3,6,3,10,three_prong_clamp,0,0,0,False,0.0,0.0,0.0,240,3000,3000,0.5,1000,30,20,2.9524,0.0963,20.1593,True,7.0052,672.2395,0.1451,3.3099,1558344.2086,0.25,0.7785,0,True,42
TBI0043,sham,1,3,4,1,10,three_prong_clamp,0,0,0,False,0.0,0.0,0.0,240,3000,3000,0.5,1000,30,20,3.698,0.0569,12.7681,True,13.4938,681.1253,0.2039,2.9434,1292865.6028,0.25,0.8467,0,True,42
TBI0043,sham,1,3,5,2,10,three_prong_clamp,0,0,0,False,0.0,0.0,0.0,240,3000,3000,0.5,1000,30,20,2.7526,0.0455,6.499,True,-0.9719,797.7528,0.1703,3.8898,2307828.6489,0.0,0.8303,0,True,42
TBI0043,sham,1,3,6,3,10,three_prong_clamp,0,0,0,False,0.0,0.0,0.0,240,3000,3000,0.5,1000,30,20,3.0145,0.1176,3.1099,True,10.8486,634.7937,-0.0317,3.0069,1178903.3067,0.0,0.96,0,True,42
TBI0044,sham,3,3,4,1,10,three_prong_clamp,0,0,0,False,0.0,0.0,0.0,240,3000,3000,0.5,1000,30,20,3.0223,0.0865,11.3299,True,-9.5056,567.7234,0.1514,2.2773,640592.9328,0.0,0.8571,0,True,42
TBI0044,sham,3,3,5,2,10,three_prong_clamp,0,0,0,False,0.0,0.0,0.0,240,3000,3000,0.5,1000,30,20,2.95,0.0563,5.8576,True,-7.6435,369.1079,0.1267,2.9638,369351.2591,0.0,0.8867,0,True,42
TBI0044,sham,3,3,6,3,10,three_prong_clamp,0,0,0,False,0.0,0.0,0.0,240,3000,3000,0.5,1000,30,20,2.8116,0.1091,18.7491,True,4.7014,1439.3471,0.4937,5.9108,12595916.28,1.25,0.7021,1,True,42
TBI0045,sham,2,3,4,1,10,three_prong_clamp,0,0,0,False,0.0,0.0,0.0,240,3000,3000,0.5,1000,30,20,2.877,0.0463,3.3683,True,12.44,1396.6583,0.9379,6.3111,12689637.1484,0.75,0.6356,1,True,42
TBI0045,sham,2,3,5,2,10,three_prong_clamp,0,0,0,False,0.0,0.0,0.0,240,3000,3000,0.5,1000,30,20,3.235,0.0657,10.5903,True,22.1184,4031.1837,0.9635,12.7603,199733136.8586,3.75,0.2182,2,True,42
TBI0045,sham,2,3,6,3,10,three_prong_clamp,0,0,0,False,0.0,0.0,0.0,240,3000,3000,0.5,1000,30,20,3.0659,0.0737,7.3997,True,7.5262,1623.6452,0.9173,7.06,18061232.5913,1.0,0.6018,1,True,42
TBI0046,sham,3,3,4,1,10,three_prong_clamp,0,0,0,False,0.0,0.0,0.0,240,3000,3000,0.5,1000,30,20,3.1105,0.088,18.25,True,-7.9259,507.376,0.0567,2.6575,660709.4228,0.25,0.8523,0,True,42
TBI0046,sham,3,3,5,2,10,three_prong_clamp,0,0,0,False,0.0,0.0,0.0,240,3000,3000,0.5,1000,30,20,3.0157,0.0818,7.5215,True,2.3843,443.5888,0.3998,3.3482,627410.4921,0.0,0.8297,0,True,42
TBI0046,sham,3,3,6,3,10,three_prong_clamp,0,0,0,False,0.0,0.0,0.0,240,3000,3000,0.5,1000,30,20,2.8668,0.0485,2.55,True,-10.3584,1090.5657,0.4325,2.5693,2751816.6905,0.0,1.0,0,True,42
TBI0047,sham,2,3,4,1,10,three_prong_clamp,0,0,0,False,0.0,0.0,0.0,240,3000,3000,0.5,1000,30,20,3.1968,0.0793,20.9395,True,-0.2326,730.2919,-0.0685,3.3058,1775100.6671,0.0,0.8359,0,True,42
TBI0047,sham,2,3,5,2,10,three_prong_clamp,0,0,0,False,0.0,0.0,0.0,240,3000,3000,0.5,1000,30,20,2.7103,0.1077,5.2128,True,-8.0023,619.9178,-0.2757,2.9043,1089704.7741,0.0,0.8502,0,True,42
TBI0047,sham,2,3,6,3,10,three_prong_clamp,0,0,0,False,0.0,0.0,0.0,240,3000,3000,0.5,1000,30,20,3.2833,0.1036,3.925,True,-5.8712,440.3519,0.1853,3.2207,563164.0185,0.0,0.8463,0,True,42
TBI0048,sham,3,3,4,1,10,three_prong_clamp,0,0,0,False,0.0,0.0,0.0,240,3000,3000,0.5,1000,30,20,2.8197,0.0688,26.289,True,-9.8528,652.8163,-0.1682,3.3897,1497792.6076,0.0,0.8078,0,True,42
TBI0048,sham,3,3,5,2,10,three_prong_clamp,0,0,0,False,0.0,0.0,0.0,240,3000,3000,0.5,1000,30,20,2.8484,0.072,2.7914,True,7.1705,626.6491,0.0524,3.0469,1175474.4209,0.0,0.8965,0,True,42
TBI0048,sham,3,3,6,3,10,three_prong_clamp,0,0,0,False,0.0,0.0,0.0,240,3000,3000,0.5,1000,30,20,3.241,0.0718,8.7034,True,-1.8249,915.8664,-0.0626,2.782,2148850.7066,0.25,0.9426,0,True,42
TBI0049,sham,4,3,4,1,10,three_prong_clamp,0,0,0,False,0.0,0.0,0.0,240,3000,3000,0.5,1000,30,20,2.82,0.0682,5.4593,True,0.8087,761.9645,0.2257,2.325,1533691.66,0.0,0.9103,0,True,42
TBI0049,sham,4,3,5,2,10,three_prong_clamp,0,0,0,False,0.0,0.0,0.0,240,3000,3000,0.5,1000,30,20,3.0855,0.061,4.5349,True,10.28,687.9146,0.1257,3.2296,1375618.4375,0.0,0.8084,0,True,42
TBI0049,sham,4,3,6,3,10,three_prong_clamp,0,0,0,False,0.0,0.0,0.0,240,3000,3000,0.5,1000,30,20,2.6815,0.0996,13.2271,True,-8.8184,705.6804,0.006,2.7072,1180499.6907,0.0,0.8938,0,True,42
TBI0050,sham,3,3,4,1,10,three_prong_clamp,0,0,0,False,0.0,0.0,0.0,240,3000,3000,0.5,1000,30,20,3.0793,0.0616,13.571,True,-8.9716,841.0689,0.3454,3.4599,2657222.8813,0.0,0.8447,0,True,42
TBI0050,sham,3,3,5,2,10,three_prong_clamp,0,0,0,False,0.0,0.0,0.0,240,3000,3000,0.5,1000,30,20,2.6661,0.076,9.2988,True,9.4124,703.8965,0.1396,3.5613,1850819.4502,0.25,1.0,0,True,42
TBI0050,sham,3,3,6,3,10,three_prong_clamp,0,0,0,False,0.0,0.0,0.0,240,3000,3000,0.5,1000,30,20,2.8244,0.0554,10.5024,True,-2.1371,412.3307,0.0479,2.5961,409399.6623,0.0,0.932,0,True,42
TBI0051,sham,3,3,4,1,10,three_prong_clamp,0,0,0,False,0.0,0.0,0.0,240,3000,3000,0.5,1000,30,20,2.8941,0.0532,21.658,True,-3.6311,426.6103,0.235,3.2833,718569.6016,0.0,0.8737,0,True,42
TBI0051,sham,3,3,5,2,10,three_prong_clamp,0,0,0,False,0.0,0.0,0.0,240,3000,3000,0.5,1000,30,20,3.0001,0.0628,14.0431,True,-5.9794,827.4406,-0.1461,3.0261,1981988.2249,0.0,0.8899,0,True,42
TBI0051,sham,3,3,6,3,10,three_prong_clamp,0,0,0,False,0.0,0.0,0.0,240,3000,3000,0.5,1000,30,20,3.286,0.0583,2.63,True,11.9354,497.466,-0.3133,3.5964,933022.4692,0.25,0.9886,0,True,42
TBI0052,sham,1,3,4,1,10,three_prong_clamp,0,0,0,False,0.0,0.0,0.0,240,3000,3000,0.5,1000,30,20,2.3878,0.0612,2.7254,True,3.0867,782.3377,-0.0307,3.1119,1821210.8817,0.25,0.8341,0,True,42
TBI0052,sham,1,3,5,2,10,three_prong_clamp,0,0,0,False,0.0,0.0,0.0,240,3000,3000,0.5,1000,30,20,2.7415,0.0622,12.7989,True,1.9905,759.8241,0.4315,3.1041,1742044.993,0.5,0.803,0,True,42
TBI0052,sham,1,3,6,3,10,three_prong_clamp,0,0,0,False,0.0,0.0,0.0,240,3000,3000,0.5,1000,30,20,3.3238,0.0917,25.1746,True,2.8936,533.3907,0.1756,3.1992,834623.7817,0.0,0.9611,0,True,42
TBI0053,sham,1,3,4,1,10,three_prong_clamp,0,0,0,False,0.0,0.0,0.0,240,3000,3000,0.5,1000,30,20,2.7848,0.0743,12.979,True,-0.4462,446.2565,0.4235,3.1859,569628.4669,0.0,0.8863,0,True,42
TBI0053,sham,1,3,5,2,10,three_prong_clamp,0,0,0,False,0.0,0.0,0.0,240,3000,3000,0.5,1000,30,20,2.8553,0.0602,8.0773,True,-5.33,612.3237,0.1749,2.8278,1267549.381,0.0,0.9026,0,True,42
TBI0053,sham,1,3,6,3,10,three_prong_clamp,0,0,0,False,0.0,0.0,0.0,240,3000,3000,0.5,1000,30,20,2.8037,0.0659,12.8942,True,7.0178,340.0828,-0.3348,3.2485,357381.2978,0.0,0.9376,0,True,42
TBI0054,sham,2,3,4,1,10,three_prong_clamp,0,0,0,False,0.0,0.0,0.0,240,3000,3000,0.5,1000,30,20,2.9978,0.0704,20.2235,True,0.5786,552.4786,0.5059,2.7679,974880.9451,0.0,0.7971,0,True,42
TBI0054,sham,2,3,5,2,10,three_prong_clamp,0,0,0,False,0.0,0.0,0.0,240,3000,3000,0.5,1000,30,20,3.1804,0.0623,19.7049,True,1.7844,575.4364,0.2251,3.9197,1526727.9781,0.0,0.8128,0,True,42
TBI0054,sham,2,3,6,3,10,three_prong_clamp,0,0,0,False,0.0,0.0,0.0,240,3000,3000,0.5,1000,30,20,3.1309,0.0388,13.2395,True,-0.4112,470.8855,0.3642,3.3981,727325.0441,0.0,0.8753,0,True,42
TBI0055,sham,2,3,4,1,10,three_prong_clamp,0,0,0,False,0.0,0.0,0.0,240,3000,3000,0.5,1000,30,20,2.2125,0.0551,4.1925,True,-4.7365,537.3662,-0.1066,3.2363,1140403.5163,0.0,0.9886,0,True,42
TBI0055,sham,2,3,5,2,10,three_prong_clamp,0,0,0,False,0.0,0.0,0.0,240,3000,3000,0.5,1000,30,20,2.9947,0.0543,3.7158,True,10.5623,280.3129,-0.1242,2.7583,206747.0164,0.0,0.938,0,True,42
TBI0055,sham,2,3,6,3,10,three_prong_clamp,0,0,0,False,0.0,0.0,0.0,240,3000,3000,0.5,1000,30,20,2.283,0.0874,2.2632,True,5.4923,504.5507,0.5664,4.5434,1263727.0799,0.0,0.8296,0,True,42
TBI0056,sham,3,3,4,1,10,three_prong_clamp,0,0,0,False,0.0,0.0,0.0,240,3000,3000,0.5,1000,30,20,3.222,0.0806,21.036,True,-2.4216,429.8,0.2957,2.9735,569485.2634,0.0,0.8982,0,True,42
TBI0056,sham,3,3,5,2,10,three_prong_clamp,0,0,0,False,0.0,0.0,0.0,240,3000,3000,0.5,1000,30,20,2.7039,0.0782,7.8046,True,-0.0346,265.794,0.3098,2.6639,187239.5663,0.0,0.8767,0,True,42
TBI0056,sham,3,3,6,3,10,three_prong_clamp,0,0,0,False,0.0,0.0,0.0,240,3000,3000,0.5,1000,30,20,3.4998,0.0919,8.9178,True,-0.0121,382.3767,0.135,2.6107,320475.2179,0.0,0.8047,0,True,42
TBI0057,sham,1,3,4,1,10,three_prong_clamp,0,0,0,False,0.0,0.0,0.0,240,3000,3000,0.5,1000,30,20,2.5641,0.0527,16.6313,True,-9.5955,427.9925,0.0211,2.8604,506020.8488,0.0,0.9209,0,True,42
TBI0057,sham,1,3,5,2,10,three_prong_clamp,0,0,0,False,0.0,0.0,0.0,240,3000,3000,0.5,1000,30,20,3.0188,0.0747,13.6542,True,-7.8765,550.0514,-0.2258,2.6694,707189.5268,0.0,0.9122,0,True,42
TBI0057,sham,1,3,6,3,10,three_prong_clamp,0,0,0,False,0.0,0.0,0.0,240,3000,3000,0.5,1000,30,20,2.715,0.045,8.5298,True,-14.9454,317.5049,-0.2722,2.1682,196055.8299,0.0,0.7855,0,True,42
TBI0058,sham,3,3,4,1,10,three_prong_clamp,0,0,0,False,0.0,0.0,0.0,240,3000,3000,0.5,1000,30,20,2.9069,0.0706,6.1492,True,-8.5154,330.5302,-0.0033,3.2187,375865.7807,0.0,0.8458,0,True,42
TBI0058,sham,3,3,5,2,10,three_prong_clamp,0,0,0,False,0.0,0.0,0.0,240,3000,3000,0.5,1000,30,20,2.7606,0.0797,13.9532,True,-12.6934,710.5096,-0.3361,2.8909,1642058.6064,0.0,0.85,0,True,42
TBI0058,sham,3,3,6,3,10,three_prong_clamp,0,0,0,False,0.0,0.0,0.0,240,3000,3000,0.5,1000,30,20,3.0524,0.0559,14.5052,True,4.3868,646.106,-0.122,3.004,1054910.4132,0.25,0.958,0,True,42
TBI0059,sham,4,3,4,1,10,three_prong_clamp,0,0,0,False,0.0,0.0,0.0,240,3000,3000,0.5,1000,30,20,2.4899,0.1249,5.5646,True,6.5986,745.4305,-0.2243,3.2246,1787297.2407,0.0,0.8881,0,True,42
TBI0059,sham,4,3,5,2,10,three_prong_clamp,0,0,0,False,0.0,0.0,0.0,240,3000,3000,0.5,1000,30,20,3.1642,0.098,8.9856,True,2.6205,277.0597,0.3235,2.8826,207969.8529,0.0,0.8468,0,True,42
TBI0059,sham,4,3,6,3,10,three_prong_clamp,0,0,0,False,0.0,0.0,0.0,240,3000,3000,0.5,1000,30,20,3.1189,0.0589,17.3213,True,0.3314,502.5218,-0.4373,2.9425,693064.1528,0.0,0.7858,0,True,42
TBI0060,sham,3,3,4,1,10,three_prong_clamp,0,0,0,False,0.0,0.0,0.0,240,3000,3000,0.5,1000,30,20,2.7841,0.0451,9.0406,True,5.6627,698.9172,-0.4079,3.4285,1898160.9961,0.0,0.9407,0,True,42
TBI0060,sham,3,3,5,2,10,three_prong_clamp,0,0,0,False,0.0,0.0,0.0,240,3000,3000,0.5,1000,30,20,2.9173,0.0697,10.5027,True,4.178,481.6082,-0.2693,3.0878,718662.8598,0.0,0.8802,0,True,42
TBI0060,sham,3,3,6,3,10,three_prong_clamp,0,0,0,False,0.0,0.0,0.0,240,3000,3000,0.5,1000,30,20,3.1343,0.0707,6.1769,True,-11.4883,627.1277,0.5726,3.669,1308801.6594,0.0,0.9141,0,True,42
TBI0061,tbi_low,1,3,4,1,10,three_prong_clamp,200,108,3,True,195.0,191.6161,574.8483,240,3000,3000,0.5,1000,30,20,3.1344,0.0878,17.4781,True,9.0621,1938.8625,0.5456,5.5758,19528170.721,0.75,0.6799,1,True,42
TBI0061,tbi_low,1,3,5,2,10,three_prong_clamp,200,108,3,True,195.0,191.6161,574.8483,240,3000,3000,0.5,1000,30,20,3.1852,0.0773,20.6963,True,-0.9409,850.5839,0.0516,2.844,2058077.2012,0.25,0.9716,0,True,42
TBI0061,tbi_low,1,3,6,3,10,three_prong_clamp,200,108,3,True,195.0,191.6161,574.8483,240,3000,3000,0.5,1000,30,20,3.0641,0.0579,9.5904,True,9.2202,2621.2462,1.5275,5.5845,47410911.3526,1.0,0.5136,1,True,42
TBI0062,tbi_low,1,3,4,1,10,three_prong_clamp,200,108,3,True,195.0,173.6124,520.8373,240,3000,3000,0.5,1000,30,20,2.7808,0.0674,2.7095,True,-3.7169,410.9334,0.1794,3.3044,600882.2403,0.0,0.8402,0,True,42
TBI0062,tbi_low,1,3,5,2,10,three_prong_clamp,200,108,3,True,195.0,173.6124,520.8373,240,3000,3000,0.5,1000,30,20,3.0394,0.0703,34.5728,True,4.8626,458.1662,0.2592,3.2842,640471.5671,0.5,0.9551,0,True,42
TBI0062,tbi_low,1,3,6,3,10,three_prong_clamp,200,108,3,True,195.0,173.6124,520.8373,240,3000,3000,0.5,1000,30,20,3.3103,0.0866,18.6611,True,4.5268,447.0788,-0.1819,3.0876,530813.1182,0.0,0.9433,0,True,42
TBI0063,tbi_low,3,3,4,1,10,three_prong_clamp,200,108,3,True,195.0,203.6455,610.9366,240,3000,3000,0.5,1000,30,20,2.7106,0.1113,41.4436,True,20.7319,1545.4167,0.9405,6.006,15261121.5048,2.0,0.5034,1,True,42
TBI0063,tbi_low,3,3,5,2,10,three_prong_clamp,200,108,3,True,195.0,203.6455,610.9366,240,3000,3000,0.5,1000,30,20,3.0527,0.0833,14.7535,True,17.5216,2031.4051,0.829,6.304,30796262.2032,0.5,0.6408,1,True,42
TBI0063,tbi_low,3,3,6,3,10,three_prong_clamp,200,108,3,True,195.0,203.6455,610.9366,240,3000,3000,0.5,1000,30,20,2.846,0.0668,1.5083,True,-0.9925,650.023,0.1725,3.1072,1331078.2636,0.0,0.9969,0,True,42
TBI0064,tbi_low,2,3,4,1,10,three_prong_clamp,200,108,3,True,195.0,182.9654,548.8963,240,3000,3000,0.5,1000,30,20,3.1738,0.0698,21.5102,True,-9.6475,556.5903,-0.1281,3.2531,1183167.6355,0.0,0.8818,0,True,42
TBI0064,tbi_low,2,3,5,2,10,three_prong_clamp,200,108,3,True,195.0,182.9654,548.8963,240,3000,3000,0.5,1000,30,20,2.9501,0.1083,6.7482,True,-6.7908,469.0901,0.3679,3.6795,891113.5729,0.0,0.7852,0,True,42
TBI0064,tbi_low,2,3,6,3,10,three_prong_clamp,200,108,3,True,195.0,182.9654,548.8963,240,3000,3000,0.5,1000,30,20,3.1748,0.0524,14.3472,True,15.6748,2278.89,0.2342,6.076,35442132.2067,2.25,0.646,1,True,42
TBI0065,tbi_low,2,3,4,1,10,three_prong_clamp,200,108,3,True,195.0,206.4374,619.3121,240,3000,3000,0.5,1000,30,20,2.9287,0.0753,16.1754,True,-6.3863,741.4384,-0.2727,3.4195,2035552.5946,0.0,0.8477,0,True,42
TBI0065,tbi_low,2,3,5,2,10,three_prong_clamp,200,108,3,True,195.0,206.4374,619.3121,240,3000,3000,0.5,1000,30,20,3.3992,0.0841,3.5373,True,-4.3103,581.1989,-0.1096,3.0593,885818.8763,0.0,0.8995,0,True,42
TBI0065,tbi_low,2,3,6,3,10,three_prong_clamp,200,108,3,True,195.0,206.4374,619.3121,240,3000,3000,0.5,1000,30,20,2.9818,0.0589,13.191,True,1.1378,310.486,0.172,3.3053,282258.5369,0.0,0.8163,0,True,42
TBI0066,tbi_low,3,3,4,1,10,three_prong_clamp,200,108,3,True,195.0,203.0536,609.1607,240,3000,3000,0.5,1000,30,20,3.1085,0.0541,14.5873,True,8.9126,1949.4249,0.5347,6.4031,26530780.704,1.25,0.6244,1,True,42
TBI0066,tbi_low,3,3,5,2,10,three_prong_clamp,200,108,3,True,195.0,203.0536,609.1607,240,3000,3000,0.5,1000,30,20,3.0642,0.0685,5.7704,True,-6.5938,1095.6314,0.061,4.1477,5304165.0796,0.25,0.8643,0,True,42
TBI0066,tbi_low,3,3,6,3,10,three_prong_clamp,200,108,3,True,195.0,203.0536,609.1607,240,3000,3000,0.5,1000,30,20,2.342,0.0229,22.5455,True,-17.1696,858.5923,0.3841,4.496,2714672.9275,0.0,0.8571,0,True,42
TBI0067,tbi_low,4,3,4,1,10,three_prong_clamp,200,108,3,True,195.0,185.1331,555.3994,240,3000,3000,0.5,1000,30,20,2.9479,0.0785,7.9668,True,8.0828,721.9044,0.0575,3.4265,1739119.0531,0.0,0.89,0,True,42
TBI0067,tbi_low,4,3,5,2,10,three_prong_clamp,200,108,3,True,195.0,185.1331,555.3994,240,3000,3000,0.5,1000,30,20,3.1845,0.1134,4.4637,True,-1.3935,916.0018,0.0089,3.6019,2763135.5154,0.0,0.9627,0,True,42
TBI0067,tbi_low,4,3,6,3,10,three_prong_clamp,200,108,3,True,195.0,185.1331,555.3994,240,3000,3000,0.5,1000,30,20,3.3213,0.0703,44.225,True,12.4355,1809.2442,0.2553,5.6254,20424717.0547,1.25,0.534,1,True,42
TBI0068,tbi_low,4,3,4,1,10,three_prong_clamp,200,108,3,True,195.0,162.2624,486.7871,240,3000,3000,0.5,1000,30,20,2.0456,0.0819,9.3217,True,-5.2188,835.51,0.0202,3.8453,2460063.985,0.0,0.8938,0,True,42
TBI0068,tbi_low,4,3,5,2,10,three_prong_clamp,200,108,3,True,195.0,162.2624,486.7871,240,3000,3000,0.5,1000,30,20,3.1501,0.1068,11.1693,True,-2.9086,553.4268,0.0572,3.149,827043.5486,0.0,0.9878,0,True,42
TBI0068,tbi_low,4,3,6,3,10,three_prong_clamp,200,108,3,True,195.0,162.2624,486.7871,240,3000,3000,0.5,1000,30,20,3.1228,0.0677,21.1657,True,7.8242,1395.1568,0.7992,5.8112,10692637.9255,1.25,0.5554,1,True,42
TBI0069,tbi_low,2,3,4,1,10,three_prong_clamp,200,108,3,True,195.0,181.1278,543.3833,240,3000,3000,0.5,1000,30,20,3.1816,0.0748,6.4829,True,7.0224,1457.1647,0.8955,6.503,14857775.428,0.5,0.677,1,True,42
TBI0069,tbi_low,2,3,5,2,10,three_prong_clamp,200,108,3,True,195.0,181.1278,543.3833,240,3000,3000,0.5,1000,30,20,3.3243,0.1293,23.7853,True,3.7645,1355.1227,0.4318,7.4894,13999548.6587,0.5,0.6905,1,True,42
TBI0069,tbi_low,2,3,6,3,10,three_prong_clamp,200,108,3,True,195.0,181.1278,543.3833,240,3000,3000,0.5,1000,30,20,3.0147,0.1179,8.7229,True,22.2273,4192.5199,1.844,10.2569,181216443.7053,2.75,0.2916,2,True,42
TBI0070,tbi_low,1,3,4,1,10,three_prong_clamp,200,108,3,True,195.0,172.3295,516.9886,240,3000,3000,0.5,1000,30,20,3.214,0.0786,18.5762,True,-7.3625,945.629,-0.1559,3.2724,2855653.3515,0.0,0.7698,0,True,42
TBI0070,tbi_low,1,3,5,2,10,three_prong_clamp,200,108,3,True,195.0,172.3295,516.9886,240,3000,3000,0.5,1000,30,20,3.5341,0.0777,13.8191,True,-6.0918,669.2121,0.6158,4.0216,1558223.6663,0.25,0.8384,0,True,42
TBI0070,tbi_low,1,3,6,3,10,three_prong_clamp,200,108,3,True,195.0,172.3295,516.9886,240,3000,3000,0.5,1000,30,20,2.4053,0.0735,26.1444,True,0.3569,986.304,0.2199,2.5482,2623839.6428,0.0,0.8105,0,True,42
TBI0071,tbi_low,4,3,4,1,10,three_prong_clamp,200,108,3,True,195.0,202.3975,607.1924,240,3000,3000,0.5,1000,30,20,2.9589,0.0593,17.1373,True,-3.1113,399.3546,-0.0394,3.4702,475823.6055,0.0,0.7885,0,True,42
TBI0071,tbi_low,4,3,5,2,10,three_prong_clamp,200,108,3,True,195.0,202.3975,607.1924,240,3000,3000,0.5,1000,30,20,2.9557,0.0738,17.0748,True,4.1829,365.8582,-0.162,2.4901,360222.972,0.0,0.9535,0,True,42
TBI0071,tbi_low,4,3,6,3,10,three_prong_clamp,200,108,3,True,195.0,202.3975,607.1924,240,3000,3000,0.5,1000,30,20,3.0223,0.0892,28.2209,True,-11.2799,600.3582,0.2102,2.5579,837262.109,0.0,0.9184,0,True,42
