fish_id,group,batch,clutch_id,plate_id,well_id,tbi_dpf,dpf,days_post_tbi,hours_post_tbi,n_weight_drops,nominal_peak_pressure_kpa,measured_peak_pressure_kpa,cumulative_pressure_burden_kpa_hits,channel,electrode_target,electrode_impedance_mohm,rms_noise_mv,electrode_shift_pct,qc_pass,sampling_rate_hz,recording_duration_min,artifact_fraction,recording_start_utc,lfp_variance_uv2,lfp_kurtosis,lfp_seizure_event_rate_per_h,lfp_fourth_power_mean_uv4
LZTBI-0043,tbi_high,1,CL02,P01,E03,3,6,3,72,1,318,333.7,333.7,11,forebrain,3.34,0.0145,18.5,True,3000,30,0.0119,2026-07-16 15:00:00,1105.3863,6.3843,2,7198571.551
LZTBI-0044,tbi_low,1,CL02,P01,E04,3,4,1,24,1,112,117.1,117.1,12,forebrain,3.09,0.0121,1.1,True,3000,30,0.0376,2026-07-14 15:00:00,376.6353,5.1233,0,574409.1348
LZTBI-0044,tbi_low,1,CL02,P01,E04,3,5,2,48,1,112,117.1,117.1,12,forebrain,3.08,0.0191,11.7,True,3000,30,0.0133,2026-07-15 15:00:00,1550.1639,6.3552,2,14839622.2746
LZTBI-0044,tbi_low,1,CL02,P01,E04,3,6,3,72,1,112,117.1,117.1,12,forebrain,3.05,0.0132,14.8,True,3000,30,0.0176,2026-07-16 15:00:00,550.7986,4.6332,0,1260716.381
LZTBI-0045,tbi_moderate,1,CL02,P01,E05,3,4,1,24,1,214,201.6,201.6,13,forebrain,3.14,0.0158,4.3,True,3000,30,0.0344,2026-07-14 15:00:00,617.0122,4.7327,0,1614537.6989
LZTBI-0045,tbi_moderate,1,CL02,P01,E05,3,5,2,48,1,214,201.6,201.6,13,forebrain,3.14,0.0186,0.5,True,3000,30,0.0218,2026-07-15 15:00:00,910.5813,4.9886,0,3966985.4931
LZTBI-0045,tbi_moderate,1,CL02,P01,E05,3,6,3,72,1,214,201.6,201.6,13,forebrain,3.08,0.0148,10.5,True,3000,30,0.0273,2026-07-16 15:00:00,569.1378,4.4548,0,1474895.3508
LZTBI-0046,tbi_low,1,CL02,P01,E06,3,4,1,24,1,112,117.1,117.1,14,forebrain,2.85,0.0232,10.2,True,3000,30,0.035,2026-07-14 15:00:00,658.7549,2.7067,0,975429.3497
LZTBI-0046,tbi_low,1,CL02,P01,E06,3,5,2,48,1,112,117.1,117.1,14,forebrain,2.85,0.0147,15.7,True,3000,30,0.0144,2026-07-15 15:00:00,320.7434,2.2802,0,224054.3605
LZTBI-0046,tbi_low,1,CL02,P01,E06,3,6,3,72,1,112,117.1,117.1,14,forebrain,2.9,0.0226,13.1,True,3000,30,0.0169,2026-07-16 15:00:00,749.1574,3.3329,0,1557614.8218
LZTBI-0047,tbi_high,1,CL02,P01,E07,3,4,1,24,1,318,333.7,333.7,15,forebrain,3.29,0.0246,18.0,True,3000,30,0.0356,2026-07-14 15:00:00,2108.6613,6.7188,2,24701341.5186
LZTBI-0047,tbi_high,1,CL02,P01,E07,3,5,2,48,1,318,333.7,333.7,15,forebrain,3.37,0.0137,1.2,True,3000,30,0.0256,2026-07-15 15:00:00,877.5109,5.3917,0,3699943.8515
LZTBI-0047,tbi_high,1,CL02,P01,E07,3,6,3,72,1,318,333.7,333.7,15,forebrain,3.44,0.0241,8.1,True,3000,30,0.0147,2026-07-16 15:00:00,3086.3136,8.948,4,59190004.7268
LZTBI-0048,tbi_high,1,CL02,P01,E08,3,4,1,24,1,318,333.7,333.7,16,forebrain,3.03,0.0248,0.8,True,3000,30,0.0189,2026-07-14 15:00:00,3006.7471,9.4453,4,79938421.7248
LZTBI-0048,tbi_high,1,CL02,P01,E08,3,5,2,48,1,318,333.7,333.7,16,forebrain,3.1,0.0132,9.3,True,3000,30,0.0291,2026-07-15 15:00:00,1017.7272,6.5643,0,5742817.27
LZTBI-0048,tbi_high,1,CL02,P01,E08,3,6,3,72,1,318,333.7,333.7,16,forebrain,3.14,0.0254,20.0,True,3000,30,0.0384,2026-07-16 15:00:00,2884.9907,7.7833,2,54921470.322
LZTBI-0049,tbi_low,1,CL02,P01,E09,3,4,1,24,1,112,117.1,117.1,1,forebrain,2.46,0.0238,1.5,True,3000,30,0.0158,2026-07-14 15:35:00,695.3533,2.05,0,923749.5357
LZTBI-0049,tbi_low,1,CL02,P01,E09,3,5,2,48,1,112,117.1,117.1,1,forebrain,2.96,0.0143,5.4,True,3000,30,0.0085,2026-07-15 15:35:00,314.2719,3.1175,0,271366.2607
LZTBI-0049,tbi_low,1,CL02,P01,E09,3,6,3,72,1,112,117.1,117.1,1,forebrain,2.61,0.0247,2.3,True,3000,30,0.038,2026-07-16 15:35:00,886.9776,4.5967,0,2655555.9371
LZTBI-0050,tbi_moderate,1,CL02,P01,E10,3,4,1,24,1,214,201.6,201.6,2,forebrain,3.08,0.0247,7.9,True,3000,30,0.029,2026-07-14 15:35:00,1313.1064,5.3136,0,9233725.3427
LZTBI-0050,tbi_moderate,1,CL02,P01,E10,3,5,2,48,1,214,201.6,201.6,2,forebrain,2.95,0.0138,2.5,True,3000,30,0.0182,2026-07-15 15:35:00,506.7432,5.153,0,1091008.1599
LZTBI-0051,sham,1,CL02,P01,F01,3,4,1,24,0,0,0.0,0.0,3,forebrain,2.77,0.0127,8.0,True,3000,30,0.0287,2026-07-14 15:35:00,294.6952,4.8682,0,388635.032
LZTBI-0051,sham,1,CL02,P01,F01,3,5,2,48,0,0,0.0,0.0,3,forebrain,2.89,0.0187,13.0,True,3000,30,0.0372,2026-07-15 15:35:00,630.4144,4.3957,0,1688198.6965
LZTBI-0051,sham,1,CL02,P01,F01,3,6,3,72,0,0,0.0,0.0,3,forebrain,2.55,0.0138,23.7,True,3000,30,0.0267,2026-07-16 15:35:00,412.3046,5.0734,0,809047.2144
LZTBI-0052,tbi_low,1,CL02,P01,F02,3,4,1,24,1,112,117.1,117.1,4,forebrain,3.01,0.0199,5.2,True,3000,30,0.0281,2026-07-14 15:35:00,876.5698,4.2223,0,3507089.6994
LZTBI-0052,tbi_low,1,CL02,P01,F02,3,5,2,48,1,112,117.1,117.1,4,forebrain,2.98,0.0162,15.9,True,3000,30,0.0186,2026-07-15 15:35:00,1102.4901,6.0279,2,7507991.8273
LZTBI-0052,tbi_low,1,CL02,P01,F02,3,6,3,72,1,112,117.1,117.1,4,forebrain,3.39,0.0212,20.2,True,3000,30,0.0168,2026-07-16 15:35:00,1264.47,6.5041,0,9760815.839
LZTBI-0053,tbi_high,1,CL02,P01,F03,3,4,1,24,1,318,333.7,333.7,5,forebrain,2.97,0.0207,23.0,True,3000,30,0.0232,2026-07-14 15:35:00,867.9806,4.7713,0,2590294.9571
LZTBI-0053,tbi_high,1,CL02,P01,F03,3,5,2,48,1,318,333.7,333.7,5,forebrain,3.01,0.0088,11.4,True,3000,30,0.0307,2026-07-15 15:35:00,204.6357,4.0153,0,184998.1933
LZTBI-0053,tbi_high,1,CL02,P01,F03,3,6,3,72,1,318,333.7,333.7,5,forebrain,3.03,0.021,8.6,True,3000,30,0.0098,2026-07-16 15:35:00,1171.3043,5.8155,0,8644047.2814
LZTBI-0054,tbi_moderate,1,CL02,P01,F04,3,4,1,24,1,214,201.6,201.6,6,forebrain,3.13,0.0162,7.3,True,3000,30,0.0184,2026-07-14 15:35:00,554.7657,4.0328,0,1053513.5105
LZTBI-0054,tbi_moderate,1,CL02,P01,F04,3,5,2,48,1,214,201.6,201.6,6,forebrain,3.09,0.021,3.4,True,3000,30,0.0085,2026-07-15 15:35:00,1052.9794,5.5465,0,6409177.9246
LZTBI-0054,tbi_moderate,1,CL02,P01,F04,3,6,3,72,1,214,201.6,201.6,6,forebrain,3.03,0.0085,13.4,True,3000,30,0.0258,2026-07-16 15:35:00,809.4034,6.4388,2,4371824.2813
LZTBI-0055,tbi_low,1,CL02,P01,F05,3,4,1,24,1,112,117.1,117.1,7,forebrain,3.03,0.0149,10.8,True,3000,30,0.0223,2026-07-14 15:35:00,483.0631,3.5164,0,726870.659
LZTBI-0055,tbi_low,1,CL02,P01,F05,3,5,2,48,1,112,117.1,117.1,7,forebrain,2.98,0.0185,5.0,True,3000,30,0.0305,2026-07-15 15:35:00,882.4345,5.4327,0,4372186.1529
LZTBI-0055,tbi_low,1,CL02,P01,F05,3,6,3,72,1,112,117.1,117.1,7,forebrain,3.15,0.0167,2.4,True,3000,30,0.0315,2026-07-16 15:35:00,769.372,5.0062,0,2925968.919
LZTBI-0056,tbi_moderate,1,CL02,P01,F06,3,4,1,24,1,214,201.6,201.6,8,forebrain,3.06,0.0148,4.2,True,3000,30,0.0237,2026-07-14 15:35:00,1706.657,7.7647,4,19521397.5784
LZTBI-0056,tbi_moderate,1,CL02,P01,F06,3,5,2,48,1,214,201.6,201.6,8,forebrain,3.08,0.0207,10.8,True,3000,30,0.0126,2026-07-15 15:35:00,1830.347,7.1796,2,22222375.6957
LZTBI-0056,tbi_moderate,1,CL02,P01,F06,3,6,3,72,1,214,201.6,201.6,8,forebrain,3.44,0.0139,10.6,True,3000,30,0.0151,2026-07-16 15:35:00,816.0158,6.8506,0,4404188.049
LZTBI-0057,tbi_high,1,CL02,P01,F07,3,4,1,24,1,318,333.7,333.7,9,forebrain,3.27,0.0195,25.4,True,3000,30,0.016,2026-07-14 15:35:00,1641.2157,7.1375,2,19657613.7326
LZTBI-0057,tbi_high,1,CL02,P01,F07,3,5,2,48,1,318,333.7,333.7,9,forebrain,3.16,0.0154,6.4,True,3000,30,0.026,2026-07-15 15:35:00,1532.3869,7.0722,2,14827803.7563
LZTBI-0057,tbi_high,1,CL02,P01,F07,3,6,3,72,1,318,333.7,333.7,9,forebrain,3.05,0.0212,8.6,True,3000,30,0.0349,2026-07-16 15:35:00,2806.85,8.8882,4,62062065.6673
LZTBI-0058,sham,1,CL02,P01,F08,3,4,1,24,0,0,0.0,0.0,10,forebrain,3.0,0.0116,7.1,True,3000,30,0.0099,2026-07-14 15:35:00,248.5719,2.782,0,137334.3815
LZTBI-0058,sham,1,CL02,P01,F08,3,5,2,48,0,0,0.0,0.0,10,forebrain,3.01,0.0173,2.9,True,3000,30,0.0317,2026-07-15 15:35:00,380.5751,3.2395,0,333227.7459
LZTBI-0058,sham,1,CL02,P01,F08,3,6,3,72,0,0,0.0,0.0,10,forebrain,3.04,0.0123,14.3,True,3000,30,0.0255,2026-07-16 15:35:00,169.5193,3.1859,0,100000.0
LZTBI-0059,sham,1,CL02,P01,F09,3,4,1,24,0,0,0.0,0.0,11,forebrain,3.28,0.0158,12.4,True,3000,30,0.0202,2026-07-14 15:35:00,461.886,4.0209,0,882487.7695
LZTBI-0059,sham,1,CL02,P01,F09,3,5,2,48,0,0,0.0,0.0,11,forebrain,3.21,0.0214,15.2,True,3000,30,0.0301,2026-07-15 15:35:00,691.2128,4.0658,0,1674571.9473
LZTBI-0059,sham,1,CL02,P01,F09,3,6,3,72,0,0,0.0,0.0,11,forebrain,3.35,0.0163,3.4,True,3000,30,0.025,2026-07-16 15:35:00,530.4817,4.3941,0,921001.8593
LZTBI-0060,tbi_moderate,1,CL02,P01,F10,3,4,1,24,1,214,201.6,201.6,12,forebrain,3.1,0.0106,9.9,True,3000,30,0.0247,2026-07-14 15:35:00,1436.6257,7.4589,4,13504567.4433
LZTBI-0060,tbi_moderate,1,CL02,P01,F10,3,5,2,48,1,214,201.6,201.6,12,forebrain,3.14,0.0203,3.9,True,3000,30,0.0333,2026-07-15 15:35:00,1073.1729,5.55,0,5485645.8999
LZTBI-0060,tbi_moderate,1,CL02,P01,F10,3,6,3,72,1,214,201.6,201.6,12,forebrain,2.97,0.0118,6.7,True,3000,30,0.0243,2026-07-16 15:35:00,1058.6938,5.8094,2,5200518.98
LZTBI-0061,tbi_high,1,CL02,P01,G01,3,4,1,24,1,318,333.7,333.7,13,forebrain,2.76,0.0165,0.9,True,3000,30,0.0148,2026-07-14 15:35:00,720.1251,5.1879,0,2331828.3346
LZTBI-0061,tbi_high,1,CL02,P01,G01,3,5,2,48,1,318,333.7,333.7,13,forebrain,2.7,0.0189,4.8,True,3000,30,0.0337,2026-07-15 15:35:00,947.6289,6.156,0,5064967.3836
LZTBI-0061,tbi_high,1,CL02,P01,G01,3,6,3,72,1,318,333.7,333.7,13,forebrain,2.67,0.0158,18.9,True,3000,30,0.0238,2026-07-16 15:35:00,959.4398,7.1513,0,6829503.7512
LZTBI-0062,tbi_low,1,CL02,P01,G02,3,4,1,24,1,112,117.1,117.1,14,forebrain,2.92,0.0139,2.7,True,3000,30,0.0241,2026-07-14 15:35:00,425.4356,4.4302,0,864959.6434
LZTBI-0062,tbi_low,1,CL02,P01,G02,3,5,2,48,1,112,117.1,117.1,14,forebrain,3.02,0.0243,7.7,True,3000,30,0.0337,2026-07-15 15:35:00,1029.891,3.423,0,4097061.5023
LZTBI-0062,tbi_low,1,CL02,P01,G02,3,6,3,72,1,112,117.1,117.1,14,forebrain,3.11,0.0131,12.8,True,3000,30,0.0146,2026-07-16 15:35:00,418.0564,4.6456,0,762157.0046
LZTBI-0063,sham,1,CL02,P01,G03,3,4,1,24,0,0,0.0,0.0,15,forebrain,3.43,0.0194,17.1,True,3000,30,0.0212,2026-07-14 15:35:00,637.4059,3.6125,0,1729088.6137
LZTBI-0063,sham,1,CL02,P01,G03,3,5,2,48,0,0,0.0,0.0,15,forebrain,3.02,0.0111,6.2,True,3000,30,0.0112,2026-07-15 15:35:00,285.2964,4.4411,0,312448.8095
LZTBI-0064,sham,1,CL02,P01,G04,3,4,1,24,0,0,0.0,0.0,16,forebrain,3.06,0.0144,4.5,True,3000,30,0.0149,2026-07-14 15:35:00,402.4563,3.8656,0,545634.7865
LZTBI-0064,sham,1,CL02,P01,G04,3,5,2,48,0,0,0.0,0.0,16,forebrain,3.11,0.0235,8.7,True,3000,30,0.024,2026-07-15 15:35:00,1020.9646,4.1955,0,4342476.1227
LZTBI-0064,sham,1,CL02,P01,G04,3,6,3,72,0,0,0.0,0.0,16,forebrain,2.93,0.0154,7.2,True,3000,30,0.0286,2026-07-16 15:35:00,516.8545,3.8939,0,1100951.8015
LZTBI-0065,sham,1,CL02,P01,G05,3,4,1,24,0,0,0.0,0.0,1,forebrain,3.11,0.0243,1.1,True,3000,30,0.0137,2026-07-14 16:00:00,933.3682,3.1674,0,2467950.2625
LZTBI-0065,sham,1,CL02,P01,G05,3,5,2,48,0,0,0.0,0.0,1,forebrain,3.04,0.0138,9.8,True,3000,30,0.0285,2026-07-15 16:00:00,313.8678,3.5698,0,324133.5156
LZTBI-0065,sham,1,CL02,P01,G05,3,6,3,72,0,0,0.0,0.0,1,forebrain,2.96,0.0241,12.2,True,3000,30,0.0197,2026-07-16 16:00:00,979.3421,2.8353,0,2592775.4879
LZTBI-0066,tbi_high,1,CL02,P01,G06,3,4,1,24,1,318,333.7,333.7,2,forebrain,3.06,0.0169,3.1,True,3000,30,0.0377,2026-07-14 16:00:00,1106.3839,6.0317,2,7549321.4417
LZTBI-0066,tbi_high,1,CL02,P01,G06,3,5,2,48,1,318,333.7,333.7,2,forebrain,2.97,0.018,12.6,True,3000,30,0.0165,2026-07-15 16:00:00,1014.0579,6.0964,0,6968106.0603
LZTBI-0066,tbi_high,1,CL02,P01,G06,3,6,3,72,1,318,333.7,333.7,2,forebrain,2.89,0.0161,11.5,True,3000,30,0.0233,2026-07-16 16:00:00,748.6606,5.0842,0,2681334.7412
LZTBI-0067,tbi_moderate,1,CL02,P01,G07,3,4,1,24,1,214,201.6,201.6,3,forebrain,3.09,0.0206,1.5,True,3000,30,0.0116,2026-07-14 16:00:00,1036.5019,5.8454,0,4349073.8965
LZTBI-0067,tbi_moderate,1,CL02,P01,G07,3,5,2,48,1,214,201.6,201.6,3,forebrain,3.15,0.0093,13.3,True,3000,30,0.0301,2026-07-15 16:00:00,672.5769,6.7745,2,2762087.6691
LZTBI-0067,tbi_moderate,1,CL02,P01,G07,3,6,3,72,1,214,201.6,201.6,3,forebrain,2.97,0.0203,15.9,True,3000,30,0.0283,2026-07-16 16:00:00,1191.425,6.1325,0,9769953.9729
LZTBI-0068,sham,1,CL02,P01,G08,3,4,1,24,0,0,0.0,0.0,4,forebrain,2.84,0.0104,3.0,True,3000,30,0.0411,2026-07-14 16:00:00,200.9849,3.6554,0,125257.5961
LZTBI-0068,sham,1,CL02,P01,G08,3,5,2,48,0,0,0.0,0.0,4,forebrain,2.81,0.0205,3.4,True,3000,30,0.0197,2026-07-15 16:00:00,773.7346,4.206,0,2233717.8653
LZTBI-0068,sham,1,CL02,P01,G08,3,6,3,72,0,0,0.0,0.0,4,forebrain,2.96,0.0125,4.6,True,3000,30,0.0251,2026-07-16 16:00:00,383.3024,3.8675,0,512608.113
LZTBI-0069,tbi_high,1,CL02,P01,G09,3,4,1,24,1,318,333.7,333.7,5,forebrain,2.69,0.0171,0.5,True,3000,30,0.0277,2026-07-14 16:00:00,1278.1888,7.0827,0,10257224.6936
LZTBI-0069,tbi_high,1,CL02,P01,G09,3,5,2,48,1,318,333.7,333.7,5,forebrain,2.69,0.0161,14.0,True,3000,30,0.0167,2026-07-15 16:00:00,1188.9422,6.8596,0,7234784.8123
LZTBI-0069,tbi_high,1,CL02,P01,G09,3,6,3,72,1,318,333.7,333.7,5,forebrain,2.72,0.0171,10.0,True,3000,30,0.0326,2026-07-16 16:00:00,1234.2747,7.4684,0,12162574.0481
LZTBI-0070,tbi_high,1,CL02,P01,G10,3,4,1,24,1,318,333.7,333.7,6,forebrain,2.83,0.0225,2.8,True,3000,30,0.022,2026-07-14 16:00:00,888.5727,4.7578,0,2995847.1029
LZTBI-0070,tbi_high,1,CL02,P01,G10,3,5,2,48,1,318,333.7,333.7,6,forebrain,2.74,0.015,22.1,True,3000,30,0.0099,2026-07-15 16:00:00,478.5143,4.5949,0,942069.8004
LZTBI-0070,tbi_high,1,CL02,P01,G10,3,6,3,72,1,318,333.7,333.7,6,forebrain,3.01,0.0256,11.9,True,3000,30,0.0148,2026-07-16 16:00:00,2454.6597,7.5236,4,33779031.8079
LZTBI-0071,sham,1,CL02,P01,H01,3,4,1,24,0,0,0.0,0.0,7,forebrain,3.19,0.0142,5.5,True,3000,30,0.0314,2026-07-14 16:00:00,272.8481,3.7746,0,274218.868
LZTBI-0071,sham,1,CL02,P01,H01,3,5,2,48,0,0,0.0,0.0,7,forebrain,3.15,0.0179,0.4,True,3000,30,0.0395,2026-07-15 16:00:00,556.3764,3.1425,0,1064448.0152
LZTBI-0071,sham,1,CL02,P01,H01,3,6,3,72,0,0,0.0,0.0,7,forebrain,3.09,0.0154,22.5,True,3000,30,0.0187,2026-07-16 16:00:00,445.644,4.1757,0,711599.5736
LZTBI-0072,sham,1,CL02,P01,H02,3,4,1,24,0,0,0.0,0.0,8,forebrain,3.12,0.0194,18.9,True,3000,30,0.021,2026-07-14 16:00:00,644.7722,4.0681,0,1475415.2084
LZTBI-0072,sham,1,CL02,P01,H02,3,5,2,48,0,0,0.0,0.0,8,forebrain,3.23,0.0164,0.6,True,3000,30,0.0155,2026-07-15 16:00:00,497.1224,3.9927,0,971470.1215
LZTBI-0072,sham,1,CL02,P01,H02,3,6,3,72,0,0,0.0,0.0,8,forebrain,3.33,0.0181,7.9,True,3000,30,0.0378,2026-07-16 16:00:00,682.0209,4.569,0,1882065.4859
LZTBI-0073,tbi_low,1,CL02,P01,H03,3,4,1,24,1,112,117.1,117.1,9,forebrain,3.08,0.0283,21.5,True,3000,30,0.0243,2026-07-14 16:00:00,1247.389,3.9933,0,5662212.3108
LZTBI-0073,tbi_low,1,CL02,P01,H03,3,5,2,48,1,112,117.1,117.1,9,forebrain,3.04,0.0125,5.3,True,3000,30,0.0329,2026-07-15 16:00:00,368.9301,4.1156,0,544596.1449
LZTBI-0073,tbi_low,1,CL02,P01,H03,3,6,3,72,1,112,117.1,117.1,9,forebrain,3.1,0.0275,7.5,True,3000,30,0.0335,2026-07-16 16:00:00,1345.9502,5.1087,0,10704350.6959
LZTBI-0074,tbi_low,1,CL02,P01,H04,3,4,1,24,1,112,117.1,117.1,10,forebrain,2.86,0.0166,5.5,True,3000,30,0.0345,2026-07-14 16:00:00,391.5406,3.77,0,504172.3851
LZTBI-0074,tbi_low,1,CL02,P01,H04,3,5,2,48,1,112,117.1,117.1,10,forebrain,2.93,0.017,8.2,True,3000,30,0.0264,2026-07-15 16:00:00,455.0602,3.6033,0,641536.9571
LZTBI-0074,tbi_low,1,CL02,P01,H04,3,6,3,72,1,112,117.1,117.1,10,forebrain,2.79,0.0157,6.4,True,3000,30,0.0211,2026-07-16 16:00:00,825.7213,4.8342,2,3433958.8771
LZTBI-0075,sham,1,CL02,P01,H05,3,4,1,24,0,0,0.0,0.0,11,forebrain,2.53,0.0175,19.3,True,3000,30,0.0258,2026-07-14 16:00:00,388.7426,2.6889,0,379114.7019
LZTBI-0075,sham,1,CL02,P01,H05,3,5,2,48,0,0,0.0,0.0,11,forebrain,2.6,0.0148,4.1,True,3000,30,0.0345,2026-07-15 16:00:00,269.1033,3.1688,0,217561.9171
LZTBI-0075,sham,1,CL02,P01,H05,3,6,3,72,0,0,0.0,0.0,11,forebrain,2.68,0.0185,0.5,True,3000,30,0.0145,2026-07-16 16:00:00,422.7995,3.644,0,629098.3835
LZTBI-0076,tbi_high,1,CL02,P01,H06,3,4,1,24,1,318,333.7,333.7,12,forebrain,3.04,0.0245,4.4,True,3000,30,0.0285,2026-07-14 16:00:00,2069.4298,7.535,0,22421108.0145
LZTBI-0076,tbi_high,1,CL02,P01,H06,3,5,2,48,1,318,333.7,333.7,12,forebrain,2.99,0.0138,12.6,True,3000,30,0.0213,2026-07-15 16:00:00,2785.2504,10.2128,6,89294738.7345
LZTBI-0076,tbi_high,1,CL02,P01,H06,3,6,3,72,1,318,333.7,333.7,12,forebrain,2.93,0.0237,14.5,True,3000,30,0.0133,2026-07-16 16:00:00,2755.9106,7.073,2,54942641.8512
LZTBI-0077,tbi_moderate,1,CL02,P01,H07,3,4,1,24,1,214,201.6,201.6,13,forebrain,2.82,0.0169,20.4,True,3000,30,0.0433,2026-07-14 16:00:00,865.6223,5.9624,0,4354761.7225
LZTBI-0077,tbi_moderate,1,CL02,P01,H07,3,5,2,48,1,214,201.6,201.6,13,forebrain,2.87,0.0171,5.4,True,3000,30,0.021,2026-07-15 16:00:00,946.9933,6.0086,0,5024010.9598
LZTBI-0077,tbi_moderate,1,CL02,P01,H07,3,6,3,72,1,214,201.6,201.6,13,forebrain,2.76,0.0179,7.4,True,3000,30,0.0131,2026-07-16 16:00:00,2722.557,9.7334,6,58251094.4798
LZTBI-0078,tbi_high,1,CL02,P01,H08,3,4,1,24,1,318,333.7,333.7,14,forebrain,3.24,0.0134,12.9,True,3000,30,0.033,2026-07-14 16:00:00,626.1827,6.3278,0,2548231.3486
LZTBI-0078,tbi_high,1,CL02,P01,H08,3,5,2,48,1,318,333.7,333.7,14,forebrain,3.25,0.0247,8.3,True,3000,30,0.0221,2026-07-15 16:00:00,2071.3803,6.952,0,28855361.2874
LZTBI-0078,tbi_high,1,CL02,P01,H08,3,6,3,72,1,318,333.7,333.7,14,forebrain,3.15,0.0134,8.9,True,3000,30,0.023,2026-07-16 16:00:00,2019.1536,9.5193,4,36213269.6491
LZTBI-0079,tbi_low,1,CL02,P01,H09,3,4,1,24,1,112,117.1,117.1,15,forebrain,2.84,0.014,13.4,True,3000,30,0.0378,2026-07-14 16:00:00,496.3582,4.7098,0,1055267.4797
LZTBI-0079,tbi_low,1,CL02,P01,H09,3,5,2,48,1,112,117.1,117.1,15,forebrain,2.92,0.0242,18.3,True,3000,30,0.0166,2026-07-15 16:00:00,1660.483,6.3308,0,15153489.3126
LZTBI-0079,tbi_low,1,CL02,P01,H09,3,6,3,72,1,112,117.1,117.1,15,forebrain,2.99,0.0136,12.9,True,3000,30,0.0225,2026-07-16 16:00:00,792.0987,6.2433,0,3501761.2289
LZTBI-0080,tbi_low,1,CL02,P01,H10,3,4,1,24,1,112,117.1,117.1,16,forebrain,3.27,0.0166,2.1,True,3000,30,0.0283,2026-07-14 16:00:00,798.2534,5.5624,0,3293031.5019
LZTBI-0080,tbi_low,1,CL02,P01,H10,3,5,2,48,1,112,117.1,117.1,16,forebrain,3.24,0.0175,23.6,True,3000,30,0.0072,2026-07-15 16:00:00,1238.6509,5.6518,2,9250292.4268
LZTBI-0080,tbi_low,1,CL02,P01,H10,3,6,3,72,1,112,117.1,117.1,16,forebrain,3.19,0.015,4.0,True,3000,30,0.0185,2026-07-16 16:00:00,510.9616,4.7163,0,1097716.8753
LZTBI-0081,sham,2,CL03,P02,A01,3,4,1,24,0,0,0.0,0.0,1,forebrain,3.42,0.0277,4.0,True,3000,30,0.0241,2026-07-15 14:00:00,1289.7231,4.6341,0,8603798.4218
LZTBI-0081,sham,2,CL03,P02,A01,3,5,2,48,0,0,0.0,0.0,1,forebrain,3.57,0.0125,7.2,True,3000,30,0.0144,2026-07-16 14:00:00,351.9143,4.2825,0,474953.9803
LZTBI-0081,sham,2,CL03,P02,A01,3,6,3,72,0,0,0.0,0.0,1,forebrain,3.18,0.0304,5.3,True,3000,30,0.0191,2026-07-17 14:00:00,1754.2022,4.7043,0,15538811.096
LZTBI-0082,tbi_high,2,CL03,P02,A02,3,4,1,24,1,318,313.9,313.9,2,forebrain,3.29,0.0085,24.8,True,3000,30,0.0138,2026-07-15 14:00:00,391.1355,5.9793,0,901569.6569
LZTBI-0082,tbi_high,2,CL03,P02,A02,3,5,2,48,1,318,313.9,313.9,2,forebrain,3.29,0.0217,12.3,True,3000,30,0.0251,2026-07-16 14:00:00,1676.8734,7.3293,0,19230307.7868
LZTBI-0082,tbi_high,2,CL03,P02,A02,3,6,3,72,1,318,313.9,313.9,2,forebrain,3.2,0.0085,0.4,True,3000,30,0.0282,2026-07-17 14:00:00,1144.415,7.6042,2,7917281.1657
LZTBI-0083,tbi_low,2,CL03,P02,A03,3,4,1,24,1,112,114.0,114.0,3,forebrain,2.76,0.0207,18.0,True,3000,30,0.0397,2026-07-15 14:00:00,821.1949,4.0165,0,2252145.3645
LZTBI-0083,tbi_low,2,CL03,P02,A03,3,5,2,48,1,112,114.0,114.0,3,forebrain,2.69,0.0093,8.1,True,3000,30,0.0302,2026-07-16 14:00:00,236.1184,4.8816,0,202097.6996
LZTBI-0083,tbi_low,2,CL03,P02,A03,3,6,3,72,1,112,114.0,114.0,3,forebrain,2.63,0.0203,17.8,True,3000,30,0.0197,2026-07-17 14:00:00,939.3121,4.9964,0,4405469.8406
LZTBI-0084,tbi_high,2,CL03,P02,A04,3,4,1,24,1,318,313.9,313.9,4,forebrain,3.33,0.0242,6.9,True,3000,30,0.0333,2026-07-15 14:00:00,1563.1531,5.6566,0,12947842.4273
LZTBI-0084,tbi_high,2,CL03,P02,A04,3,5,2,48,1,318,313.9,313.9,4,forebrain,3.3,0.0137,2.8,True,3000,30,0.0382,2026-07-16 14:00:00,1097.5769,7.0507,2,7625334.4875
LZTBI-0084,tbi_high,2,CL03,P02,A04,3,6,3,72,1,318,313.9,313.9,4,forebrain,3.24,0.0242,25.3,True,3000,30,0.0149,2026-07-17 14:00:00,2004.4427,6.7671,0,22544628.5751
LZTBI-0085,tbi_low,2,CL03,P02,A05,3,4,1,24,1,112,114.0,114.0,5,forebrain,2.91,0.0147,11.6,True,3000,30,0.0158,2026-07-15 14:00:00,983.5701,5.7825,2,3885321.5272
LZTBI-0085,tbi_low,2,CL03,P02,A05,3,5,2,48,1,112,114.0,114.0,5,forebrain,2.85,0.0233,16.0,True,3000,30,0.0084,2026-07-16 14:00:00,1452.5282,5.5972,0,10407626.9728
