fish_id,group,batch,clutch_id,plate_id,well_id,tbi_dpf,dpf,days_post_tbi,hours_post_tbi,n_weight_drops,nominal_peak_pressure_kpa,measured_peak_pressure_kpa,cumulative_pressure_burden_kpa_hits,channel,electrode_target,electrode_impedance_mohm,rms_noise_mv,electrode_shift_pct,qc_pass,sampling_rate_hz,recording_duration_min,artifact_fraction,lfp_mean_uv,lfp_variance_uv2,lfp_skewness,lfp_kurtosis,lfp_fourth_power_mean_uv4,lfp_seizure_event_rate_per_h,lfp_ica_complexity,is_synthetic
LZTBI-0042,tbi_high,1,CL02,P01,E02,3,4,1,24,1,318,333.7,333.7,10,forebrain,3.14,0.0191,1.3,True,3000,30,0.0293,9.3106,2175.1037,0.5477,7.8283,25184819.4196,4,0.4688,False
LZTBI-0042,tbi_high,1,CL02,P01,E02,3,5,2,48,1,318,333.7,333.7,10,forebrain,3.15,0.0107,15.2,True,3000,30,0.0331,5.7617,693.5655,0.7358,7.0752,2703230.5639,0,0.442,False
LZTBI-0042,tbi_high,1,CL02,P01,E02,3,6,3,72,1,318,333.7,333.7,10,forebrain,3.06,0.0186,11.7,True,3000,30,0.0304,11.176,2130.9678,0.867,7.7173,29686021.0779,2,0.4187,False
LZTBI-0043,tbi_high,1,CL02,P01,E03,3,4,1,24,1,318,333.7,333.7,11,forebrain,3.29,0.013,5.5,True,3000,30,0.0309,3.285,323.3746,0.567,4.1404,391137.2811,0,0.8733,False
LZTBI-0043,tbi_high,1,CL02,P01,E03,3,5,2,48,1,318,333.7,333.7,11,forebrain,3.33,0.0185,8.8,True,3000,30,0.0218,2.9363,690.8643,0.3181,4.8606,2233410.7411,0,0.6582,False
LZTBI-0043,tbi_high,1,CL02,P01,E03,3,6,3,72,1,318,333.7,333.7,11,forebrain,3.34,0.0145,18.5,True,3000,30,0.0119,6.9053,1105.3863,0.8507,6.3843,7198571.551,2,0.632,False
LZTBI-0044,tbi_low,1,CL02,P01,E04,3,4,1,24,1,112,117.1,117.1,12,forebrain,3.09,0.0121,1.1,True,3000,30,0.0376,1.4328,376.6353,0.7226,5.1233,574409.1348,0,0.737,False
LZTBI-0044,tbi_low,1,CL02,P01,E04,3,5,2,48,1,112,117.1,117.1,12,forebrain,3.08,0.0191,11.7,True,3000,30,0.0133,8.7371,1550.1639,0.6761,6.3552,14839622.2746,2,0.5688,False
LZTBI-0044,tbi_low,1,CL02,P01,E04,3,6,3,72,1,112,117.1,117.1,12,forebrain,3.05,0.0132,14.8,True,3000,30,0.0176,6.2722,550.7986,0.9083,4.6332,1260716.381,0,0.6803,False
LZTBI-0045,tbi_moderate,1,CL02,P01,E05,3,4,1,24,1,214,201.6,201.6,13,forebrain,3.14,0.0158,4.3,True,3000,30,0.0344,6.0023,617.0122,0.287,4.7327,1614537.6989,0,0.6249,False
LZTBI-0045,tbi_moderate,1,CL02,P01,E05,3,5,2,48,1,214,201.6,201.6,13,forebrain,3.14,0.0186,0.5,True,3000,30,0.0218,5.0198,910.5813,0.4573,4.9886,3966985.4931,0,0.6424,False
LZTBI-0045,tbi_moderate,1,CL02,P01,E05,3,6,3,72,1,214,201.6,201.6,13,forebrain,3.08,0.0148,10.5,True,3000,30,0.0273,7.443,569.1378,0.6253,4.4548,1474895.3508,0,0.7389,False
LZTBI-0046,tbi_low,1,CL02,P01,E06,3,4,1,24,1,112,117.1,117.1,14,forebrain,2.85,0.0232,10.2,True,3000,30,0.035,-2.382,658.7549,0.0099,2.7067,975429.3497,0,0.8784,False
LZTBI-0046,tbi_low,1,CL02,P01,E06,3,5,2,48,1,112,117.1,117.1,14,forebrain,2.85,0.0147,15.7,True,3000,30,0.0144,0.1256,320.7434,-0.293,2.2802,224054.3605,0,0.9596,False
LZTBI-0046,tbi_low,1,CL02,P01,E06,3,6,3,72,1,112,117.1,117.1,14,forebrain,2.9,0.0226,13.1,True,3000,30,0.0169,2.7105,749.1574,-0.024,3.3329,1557614.8218,0,0.9194,False
LZTBI-0047,tbi_high,1,CL02,P01,E07,3,4,1,24,1,318,333.7,333.7,15,forebrain,3.29,0.0246,18.0,True,3000,30,0.0356,4.2726,2108.6613,0.9072,6.7188,24701341.5186,2,0.568,False
LZTBI-0047,tbi_high,1,CL02,P01,E07,3,5,2,48,1,318,333.7,333.7,15,forebrain,3.37,0.0137,1.2,True,3000,30,0.0256,7.483,877.5109,0.702,5.3917,3699943.8515,0,0.5253,False
LZTBI-0047,tbi_high,1,CL02,P01,E07,3,6,3,72,1,318,333.7,333.7,15,forebrain,3.44,0.0241,8.1,True,3000,30,0.0147,9.0271,3086.3136,1.0323,8.948,59190004.7268,4,0.3631,False
LZTBI-0048,tbi_high,1,CL02,P01,E08,3,4,1,24,1,318,333.7,333.7,16,forebrain,3.03,0.0248,0.8,True,3000,30,0.0189,11.761,3006.7471,1.1921,9.4453,79938421.7248,4,0.3626,False
LZTBI-0048,tbi_high,1,CL02,P01,E08,3,5,2,48,1,318,333.7,333.7,16,forebrain,3.1,0.0132,9.3,True,3000,30,0.0291,9.3315,1017.7272,1.2149,6.5643,5742817.27,0,0.439,False
LZTBI-0048,tbi_high,1,CL02,P01,E08,3,6,3,72,1,318,333.7,333.7,16,forebrain,3.14,0.0254,20.0,True,3000,30,0.0384,9.917,2884.9907,1.3951,7.7833,54921470.322,2,0.4031,False
LZTBI-0049,tbi_low,1,CL02,P01,E09,3,4,1,24,1,112,117.1,117.1,1,forebrain,2.46,0.0238,1.5,True,3000,30,0.0158,2.0497,695.3533,-0.0853,2.05,923749.5357,0,0.993,False
LZTBI-0049,tbi_low,1,CL02,P01,E09,3,5,2,48,1,112,117.1,117.1,1,forebrain,2.96,0.0143,5.4,True,3000,30,0.0085,0.9755,314.2719,-0.2104,3.1175,271366.2607,0,0.8241,False
LZTBI-0049,tbi_low,1,CL02,P01,E09,3,6,3,72,1,112,117.1,117.1,1,forebrain,2.61,0.0247,2.3,True,3000,30,0.038,1.2046,886.9776,0.0373,4.5967,2655555.9371,0,0.8538,False
LZTBI-0050,tbi_moderate,1,CL02,P01,E10,3,4,1,24,1,214,201.6,201.6,2,forebrain,3.08,0.0247,7.9,True,3000,30,0.029,5.6962,1313.1064,0.1962,5.3136,9233725.3427,0,0.7353,False
LZTBI-0050,tbi_moderate,1,CL02,P01,E10,3,5,2,48,1,214,201.6,201.6,2,forebrain,2.95,0.0138,2.5,True,3000,30,0.0182,6.3287,506.7432,0.3962,5.153,1091008.1599,0,0.7551,False
LZTBI-0051,sham,1,CL02,P01,F01,3,4,1,24,0,0,0.0,0.0,3,forebrain,2.77,0.0127,8.0,True,3000,30,0.0287,0.0306,294.6952,-0.3658,4.8682,388635.032,0,0.7948,False
LZTBI-0051,sham,1,CL02,P01,F01,3,5,2,48,0,0,0.0,0.0,3,forebrain,2.89,0.0187,13.0,True,3000,30,0.0372,3.2107,630.4144,0.0928,4.3957,1688198.6965,0,0.7721,False
LZTBI-0051,sham,1,CL02,P01,F01,3,6,3,72,0,0,0.0,0.0,3,forebrain,2.55,0.0138,23.7,True,3000,30,0.0267,3.8346,412.3046,0.6425,5.0734,809047.2144,0,0.7366,False
LZTBI-0052,tbi_low,1,CL02,P01,F02,3,4,1,24,1,112,117.1,117.1,4,forebrain,3.01,0.0199,5.2,True,3000,30,0.0281,2.9705,876.5698,-0.0139,4.2223,3507089.6994,0,0.8353,False
LZTBI-0052,tbi_low,1,CL02,P01,F02,3,5,2,48,1,112,117.1,117.1,4,forebrain,2.98,0.0162,15.9,True,3000,30,0.0186,5.9465,1102.4901,0.6958,6.0279,7507991.8273,2,0.6532,False
LZTBI-0052,tbi_low,1,CL02,P01,F02,3,6,3,72,1,112,117.1,117.1,4,forebrain,3.39,0.0212,20.2,True,3000,30,0.0168,5.4511,1264.47,0.8962,6.5041,9760815.839,0,0.6277,False
LZTBI-0053,tbi_high,1,CL02,P01,F03,3,4,1,24,1,318,333.7,333.7,5,forebrain,2.97,0.0207,23.0,True,3000,30,0.0232,1.6291,867.9806,-0.0585,4.7713,2590294.9571,0,0.871,False
LZTBI-0053,tbi_high,1,CL02,P01,F03,3,5,2,48,1,318,333.7,333.7,5,forebrain,3.01,0.0088,11.4,True,3000,30,0.0307,3.0374,204.6357,0.567,4.0153,184998.1933,0,0.759,False
LZTBI-0053,tbi_high,1,CL02,P01,F03,3,6,3,72,1,318,333.7,333.7,5,forebrain,3.03,0.021,8.6,True,3000,30,0.0098,4.3333,1171.3043,0.3127,5.8155,8644047.2814,0,0.6462,False
LZTBI-0054,tbi_moderate,1,CL02,P01,F04,3,4,1,24,1,214,201.6,201.6,6,forebrain,3.13,0.0162,7.3,True,3000,30,0.0184,2.3966,554.7657,0.2772,4.0328,1053513.5105,0,0.809,False
LZTBI-0054,tbi_moderate,1,CL02,P01,F04,3,5,2,48,1,214,201.6,201.6,6,forebrain,3.09,0.021,3.4,True,3000,30,0.0085,5.3625,1052.9794,0.4815,5.5465,6409177.9246,0,0.7718,False
LZTBI-0054,tbi_moderate,1,CL02,P01,F04,3,6,3,72,1,214,201.6,201.6,6,forebrain,3.03,0.0085,13.4,True,3000,30,0.0258,5.048,809.4034,0.5814,6.4388,4371824.2813,2,0.6273,False
LZTBI-0055,tbi_low,1,CL02,P01,F05,3,4,1,24,1,112,117.1,117.1,7,forebrain,3.03,0.0149,10.8,True,3000,30,0.0223,4.3659,483.0631,-0.0206,3.5164,726870.659,0,0.7371,False
LZTBI-0055,tbi_low,1,CL02,P01,F05,3,5,2,48,1,112,117.1,117.1,7,forebrain,2.98,0.0185,5.0,True,3000,30,0.0305,1.7894,882.4345,0.1176,5.4327,4372186.1529,0,0.6899,False
LZTBI-0055,tbi_low,1,CL02,P01,F05,3,6,3,72,1,112,117.1,117.1,7,forebrain,3.15,0.0167,2.4,True,3000,30,0.0315,1.5424,769.372,0.2226,5.0062,2925968.919,0,0.7295,False
LZTBI-0056,tbi_moderate,1,CL02,P01,F06,3,4,1,24,1,214,201.6,201.6,8,forebrain,3.06,0.0148,4.2,True,3000,30,0.0237,7.3576,1706.657,0.8595,7.7647,19521397.5784,4,0.518,False
LZTBI-0056,tbi_moderate,1,CL02,P01,F06,3,5,2,48,1,214,201.6,201.6,8,forebrain,3.08,0.0207,10.8,True,3000,30,0.0126,7.8,1830.347,0.5292,7.1796,22222375.6957,2,0.4152,False
LZTBI-0056,tbi_moderate,1,CL02,P01,F06,3,6,3,72,1,214,201.6,201.6,8,forebrain,3.44,0.0139,10.6,True,3000,30,0.0151,8.3438,816.0158,0.2272,6.8506,4404188.049,0,0.5523,False
LZTBI-0057,tbi_high,1,CL02,P01,F07,3,4,1,24,1,318,333.7,333.7,9,forebrain,3.27,0.0195,25.4,True,3000,30,0.016,7.1527,1641.2157,1.1928,7.1375,19657613.7326,2,0.47,False
LZTBI-0057,tbi_high,1,CL02,P01,F07,3,5,2,48,1,318,333.7,333.7,9,forebrain,3.16,0.0154,6.4,True,3000,30,0.026,8.8976,1532.3869,0.8942,7.0722,14827803.7563,2,0.4385,False
LZTBI-0057,tbi_high,1,CL02,P01,F07,3,6,3,72,1,318,333.7,333.7,9,forebrain,3.05,0.0212,8.6,True,3000,30,0.0349,11.8594,2806.85,1.4643,8.8882,62062065.6673,4,0.3132,False
LZTBI-0058,sham,1,CL02,P01,F08,3,4,1,24,0,0,0.0,0.0,10,forebrain,3.0,0.0116,7.1,True,3000,30,0.0099,1.0417,248.5719,-0.0181,2.782,137334.3815,0,0.9924,False
LZTBI-0058,sham,1,CL02,P01,F08,3,5,2,48,0,0,0.0,0.0,10,forebrain,3.01,0.0173,2.9,True,3000,30,0.0317,1.605,380.5751,-0.1205,3.2395,333227.7459,0,0.9859,False
LZTBI-0058,sham,1,CL02,P01,F08,3,6,3,72,0,0,0.0,0.0,10,forebrain,3.04,0.0123,14.3,True,3000,30,0.0255,0.4022,169.5193,0.4192,3.1859,100000.0,0,0.9924,False
LZTBI-0059,sham,1,CL02,P01,F09,3,4,1,24,0,0,0.0,0.0,11,forebrain,3.28,0.0158,12.4,True,3000,30,0.0202,0.8636,461.886,0.0182,4.0209,882487.7695,0,0.8771,False
LZTBI-0059,sham,1,CL02,P01,F09,3,5,2,48,0,0,0.0,0.0,11,forebrain,3.21,0.0214,15.2,True,3000,30,0.0301,1.1075,691.2128,0.2112,4.0658,1674571.9473,0,0.9071,False
LZTBI-0059,sham,1,CL02,P01,F09,3,6,3,72,0,0,0.0,0.0,11,forebrain,3.35,0.0163,3.4,True,3000,30,0.025,-1.504,530.4817,-0.1307,4.3941,921001.8593,0,0.8094,False
LZTBI-0060,tbi_moderate,1,CL02,P01,F10,3,4,1,24,1,214,201.6,201.6,12,forebrain,3.1,0.0106,9.9,True,3000,30,0.0247,8.6811,1436.6257,1.0061,7.4589,13504567.4433,4,0.5433,False
LZTBI-0060,tbi_moderate,1,CL02,P01,F10,3,5,2,48,1,214,201.6,201.6,12,forebrain,3.14,0.0203,3.9,True,3000,30,0.0333,5.3183,1073.1729,0.3455,5.55,5485645.8999,0,0.6517,False
LZTBI-0060,tbi_moderate,1,CL02,P01,F10,3,6,3,72,1,214,201.6,201.6,12,forebrain,2.97,0.0118,6.7,True,3000,30,0.0243,6.964,1058.6938,1.25,5.8094,5200518.98,2,0.5272,False
LZTBI-0061,tbi_high,1,CL02,P01,G01,3,4,1,24,1,318,333.7,333.7,13,forebrain,2.76,0.0165,0.9,True,3000,30,0.0148,7.3391,720.1251,0.549,5.1879,2331828.3346,0,0.7567,False
LZTBI-0061,tbi_high,1,CL02,P01,G01,3,5,2,48,1,318,333.7,333.7,13,forebrain,2.7,0.0189,4.8,True,3000,30,0.0337,8.5883,947.6289,1.3291,6.156,5064967.3836,0,0.6186,False
LZTBI-0061,tbi_high,1,CL02,P01,G01,3,6,3,72,1,318,333.7,333.7,13,forebrain,2.67,0.0158,18.9,True,3000,30,0.0238,6.6997,959.4398,0.9971,7.1513,6829503.7512,0,0.5695,False
LZTBI-0062,tbi_low,1,CL02,P01,G02,3,4,1,24,1,112,117.1,117.1,14,forebrain,2.92,0.0139,2.7,True,3000,30,0.0241,6.7095,425.4356,-0.1051,4.4302,864959.6434,0,0.8232,False
LZTBI-0062,tbi_low,1,CL02,P01,G02,3,5,2,48,1,112,117.1,117.1,14,forebrain,3.02,0.0243,7.7,True,3000,30,0.0337,1.6227,1029.891,0.0429,3.423,4097061.5023,0,0.7783,False
LZTBI-0062,tbi_low,1,CL02,P01,G02,3,6,3,72,1,112,117.1,117.1,14,forebrain,3.11,0.0131,12.8,True,3000,30,0.0146,4.1413,418.0564,0.3685,4.6456,762157.0046,0,0.7392,False
LZTBI-0063,sham,1,CL02,P01,G03,3,4,1,24,0,0,0.0,0.0,15,forebrain,3.43,0.0194,17.1,True,3000,30,0.0212,0.9985,637.4059,-0.223,3.6125,1729088.6137,0,0.8028,False
LZTBI-0063,sham,1,CL02,P01,G03,3,5,2,48,0,0,0.0,0.0,15,forebrain,3.02,0.0111,6.2,True,3000,30,0.0112,1.6629,285.2964,-0.1693,4.4411,312448.8095,0,0.8768,False
LZTBI-0064,sham,1,CL02,P01,G04,3,4,1,24,0,0,0.0,0.0,16,forebrain,3.06,0.0144,4.5,True,3000,30,0.0149,1.6282,402.4563,0.4551,3.8656,545634.7865,0,0.8443,False
LZTBI-0064,sham,1,CL02,P01,G04,3,5,2,48,0,0,0.0,0.0,16,forebrain,3.11,0.0235,8.7,True,3000,30,0.024,4.3954,1020.9646,0.2504,4.1955,4342476.1227,0,0.8416,False
LZTBI-0064,sham,1,CL02,P01,G04,3,6,3,72,0,0,0.0,0.0,16,forebrain,2.93,0.0154,7.2,True,3000,30,0.0286,1.9455,516.8545,0.5252,3.8939,1100951.8015,0,0.8163,False
LZTBI-0065,sham,1,CL02,P01,G05,3,4,1,24,0,0,0.0,0.0,1,forebrain,3.11,0.0243,1.1,True,3000,30,0.0137,1.2857,933.3682,0.0072,3.1674,2467950.2625,0,0.8252,False
LZTBI-0065,sham,1,CL02,P01,G05,3,5,2,48,0,0,0.0,0.0,1,forebrain,3.04,0.0138,9.8,True,3000,30,0.0285,0.5736,313.8678,0.35,3.5698,324133.5156,0,0.9091,False
LZTBI-0065,sham,1,CL02,P01,G05,3,6,3,72,0,0,0.0,0.0,1,forebrain,2.96,0.0241,12.2,True,3000,30,0.0197,3.6133,979.3421,0.1379,2.8353,2592775.4879,0,0.8501,False
LZTBI-0066,tbi_high,1,CL02,P01,G06,3,4,1,24,1,318,333.7,333.7,2,forebrain,3.06,0.0169,3.1,True,3000,30,0.0377,4.4631,1106.3839,0.798,6.0317,7549321.4417,2,0.6391,False
LZTBI-0066,tbi_high,1,CL02,P01,G06,3,5,2,48,1,318,333.7,333.7,2,forebrain,2.97,0.018,12.6,True,3000,30,0.0165,3.4331,1014.0579,0.6386,6.0964,6968106.0603,0,0.6601,False
LZTBI-0066,tbi_high,1,CL02,P01,G06,3,6,3,72,1,318,333.7,333.7,2,forebrain,2.89,0.0161,11.5,True,3000,30,0.0233,4.8167,748.6606,0.5281,5.0842,2681334.7412,0,0.6763,False
LZTBI-0067,tbi_moderate,1,CL02,P01,G07,3,4,1,24,1,214,201.6,201.6,3,forebrain,3.09,0.0206,1.5,True,3000,30,0.0116,5.4632,1036.5019,0.7271,5.8454,4349073.8965,0,0.66,False
LZTBI-0067,tbi_moderate,1,CL02,P01,G07,3,5,2,48,1,214,201.6,201.6,3,forebrain,3.15,0.0093,13.3,True,3000,30,0.0301,6.5761,672.5769,0.9436,6.7745,2762087.6691,2,0.5399,False
LZTBI-0067,tbi_moderate,1,CL02,P01,G07,3,6,3,72,1,214,201.6,201.6,3,forebrain,2.97,0.0203,15.9,True,3000,30,0.0283,9.2999,1191.425,0.7842,6.1325,9769953.9729,0,0.5698,False
LZTBI-0068,sham,1,CL02,P01,G08,3,4,1,24,0,0,0.0,0.0,4,forebrain,2.84,0.0104,3.0,True,3000,30,0.0411,4.4955,200.9849,-0.248,3.6554,125257.5961,0,0.7852,False
LZTBI-0068,sham,1,CL02,P01,G08,3,5,2,48,0,0,0.0,0.0,4,forebrain,2.81,0.0205,3.4,True,3000,30,0.0197,5.7614,773.7346,0.0016,4.206,2233717.8653,0,0.9012,False
LZTBI-0068,sham,1,CL02,P01,G08,3,6,3,72,0,0,0.0,0.0,4,forebrain,2.96,0.0125,4.6,True,3000,30,0.0251,0.0244,383.3024,-0.3199,3.8675,512608.113,0,0.7883,False
LZTBI-0069,tbi_high,1,CL02,P01,G09,3,4,1,24,1,318,333.7,333.7,5,forebrain,2.69,0.0171,0.5,True,3000,30,0.0277,9.0422,1278.1888,1.0122,7.0827,10257224.6936,0,0.4639,False
LZTBI-0069,tbi_high,1,CL02,P01,G09,3,5,2,48,1,318,333.7,333.7,5,forebrain,2.69,0.0161,14.0,True,3000,30,0.0167,5.9041,1188.9422,0.6568,6.8596,7234784.8123,0,0.4439,False
LZTBI-0069,tbi_high,1,CL02,P01,G09,3,6,3,72,1,318,333.7,333.7,5,forebrain,2.72,0.0171,10.0,True,3000,30,0.0326,9.1593,1234.2747,1.3591,7.4684,12162574.0481,0,0.4514,False
LZTBI-0070,tbi_high,1,CL02,P01,G10,3,4,1,24,1,318,333.7,333.7,6,forebrain,2.83,0.0225,2.8,True,3000,30,0.022,3.0292,888.5727,0.1187,4.7578,2995847.1029,0,0.8093,False
LZTBI-0070,tbi_high,1,CL02,P01,G10,3,5,2,48,1,318,333.7,333.7,6,forebrain,2.74,0.015,22.1,True,3000,30,0.0099,5.7308,478.5143,0.9483,4.5949,942069.8004,0,0.7732,False
LZTBI-0070,tbi_high,1,CL02,P01,G10,3,6,3,72,1,318,333.7,333.7,6,forebrain,3.01,0.0256,11.9,True,3000,30,0.0148,5.8114,2454.6597,0.6436,7.5236,33779031.8079,4,0.5375,False
LZTBI-0071,sham,1,CL02,P01,H01,3,4,1,24,0,0,0.0,0.0,7,forebrain,3.19,0.0142,5.5,True,3000,30,0.0314,-0.4419,272.8481,-0.2205,3.7746,274218.868,0,0.8264,False
LZTBI-0071,sham,1,CL02,P01,H01,3,5,2,48,0,0,0.0,0.0,7,forebrain,3.15,0.0179,0.4,True,3000,30,0.0395,-1.9002,556.3764,0.2831,3.1425,1064448.0152,0,0.8183,False
LZTBI-0071,sham,1,CL02,P01,H01,3,6,3,72,0,0,0.0,0.0,7,forebrain,3.09,0.0154,22.5,True,3000,30,0.0187,0.8631,445.644,0.0862,4.1757,711599.5736,0,0.7989,False
LZTBI-0072,sham,1,CL02,P01,H02,3,4,1,24,0,0,0.0,0.0,8,forebrain,3.12,0.0194,18.9,True,3000,30,0.021,4.6716,644.7722,0.3929,4.0681,1475415.2084,0,0.788,False
LZTBI-0072,sham,1,CL02,P01,H02,3,5,2,48,0,0,0.0,0.0,8,forebrain,3.23,0.0164,0.6,True,3000,30,0.0155,4.0777,497.1224,0.0264,3.9927,971470.1215,0,0.8419,False
LZTBI-0072,sham,1,CL02,P01,H02,3,6,3,72,0,0,0.0,0.0,8,forebrain,3.33,0.0181,7.9,True,3000,30,0.0378,3.9347,682.0209,-0.0143,4.569,1882065.4859,0,0.7657,False
LZTBI-0073,tbi_low,1,CL02,P01,H03,3,4,1,24,1,112,117.1,117.1,9,forebrain,3.08,0.0283,21.5,True,3000,30,0.0243,0.8367,1247.389,-0.0782,3.9933,5662212.3108,0,0.8965,False
LZTBI-0073,tbi_low,1,CL02,P01,H03,3,5,2,48,1,112,117.1,117.1,9,forebrain,3.04,0.0125,5.3,True,3000,30,0.0329,3.9602,368.9301,0.258,4.1156,544596.1449,0,0.7585,False
LZTBI-0073,tbi_low,1,CL02,P01,H03,3,6,3,72,1,112,117.1,117.1,9,forebrain,3.1,0.0275,7.5,True,3000,30,0.0335,3.4984,1345.9502,0.1237,5.1087,10704350.6959,0,0.771,False
LZTBI-0074,tbi_low,1,CL02,P01,H04,3,4,1,24,1,112,117.1,117.1,10,forebrain,2.86,0.0166,5.5,True,3000,30,0.0345,-1.3027,391.5406,0.1966,3.77,504172.3851,0,0.9222,False
LZTBI-0074,tbi_low,1,CL02,P01,H04,3,5,2,48,1,112,117.1,117.1,10,forebrain,2.93,0.017,8.2,True,3000,30,0.0264,3.1675,455.0602,-0.2728,3.6033,641536.9571,0,0.8961,False
LZTBI-0074,tbi_low,1,CL02,P01,H04,3,6,3,72,1,112,117.1,117.1,10,forebrain,2.79,0.0157,6.4,True,3000,30,0.0211,3.9529,825.7213,0.4472,4.8342,3433958.8771,2,0.8522,False
LZTBI-0075,sham,1,CL02,P01,H05,3,4,1,24,0,0,0.0,0.0,11,forebrain,2.53,0.0175,19.3,True,3000,30,0.0258,2.9831,388.7426,0.2955,2.6889,379114.7019,0,0.9542,False
LZTBI-0075,sham,1,CL02,P01,H05,3,5,2,48,0,0,0.0,0.0,11,forebrain,2.6,0.0148,4.1,True,3000,30,0.0345,-0.2497,269.1033,-0.2029,3.1688,217561.9171,0,0.9487,False
LZTBI-0075,sham,1,CL02,P01,H05,3,6,3,72,0,0,0.0,0.0,11,forebrain,2.68,0.0185,0.5,True,3000,30,0.0145,-1.0145,422.7995,-0.1583,3.644,629098.3835,0,0.8917,False
LZTBI-0076,tbi_high,1,CL02,P01,H06,3,4,1,24,1,318,333.7,333.7,12,forebrain,3.04,0.0245,4.4,True,3000,30,0.0285,9.6002,2069.4298,0.7944,7.535,22421108.0145,0,0.5447,False
LZTBI-0076,tbi_high,1,CL02,P01,H06,3,5,2,48,1,318,333.7,333.7,12,forebrain,2.99,0.0138,12.6,True,3000,30,0.0213,13.1754,2785.2504,1.5477,10.2128,89294738.7345,6,0.2687,False
LZTBI-0076,tbi_high,1,CL02,P01,H06,3,6,3,72,1,318,333.7,333.7,12,forebrain,2.93,0.0237,14.5,True,3000,30,0.0133,9.6517,2755.9106,0.89,7.073,54942641.8512,2,0.3625,False
LZTBI-0077,tbi_moderate,1,CL02,P01,H07,3,4,1,24,1,214,201.6,201.6,13,forebrain,2.82,0.0169,20.4,True,3000,30,0.0433,6.3902,865.6223,0.6864,5.9624,4354761.7225,0,0.6621,False
LZTBI-0077,tbi_moderate,1,CL02,P01,H07,3,5,2,48,1,214,201.6,201.6,13,forebrain,2.87,0.0171,5.4,True,3000,30,0.021,9.6406,946.9933,0.8125,6.0086,5024010.9598,0,0.6051,False
LZTBI-0077,tbi_moderate,1,CL02,P01,H07,3,6,3,72,1,214,201.6,201.6,13,forebrain,2.76,0.0179,7.4,True,3000,30,0.0131,10.4167,2722.557,1.5627,9.7334,58251094.4798,6,0.3693,False
LZTBI-0078,tbi_high,1,CL02,P01,H08,3,4,1,24,1,318,333.7,333.7,14,forebrain,3.24,0.0134,12.9,True,3000,30,0.033,5.7432,626.1827,0.6568,6.3278,2548231.3486,0,0.5356,False
LZTBI-0078,tbi_high,1,CL02,P01,H08,3,5,2,48,1,318,333.7,333.7,14,forebrain,3.25,0.0247,8.3,True,3000,30,0.0221,7.2674,2071.3803,0.9429,6.952,28855361.2874,0,0.4637,False
LZTBI-0078,tbi_high,1,CL02,P01,H08,3,6,3,72,1,318,333.7,333.7,14,forebrain,3.15,0.0134,8.9,True,3000,30,0.023,8.2497,2019.1536,1.403,9.5193,36213269.6491,4,0.3626,False
LZTBI-0079,tbi_low,1,CL02,P01,H09,3,4,1,24,1,112,117.1,117.1,15,forebrain,2.84,0.014,13.4,True,3000,30,0.0378,8.7053,496.3582,0.1557,4.7098,1055267.4797,0,0.6875,False
LZTBI-0079,tbi_low,1,CL02,P01,H09,3,5,2,48,1,112,117.1,117.1,15,forebrain,2.92,0.0242,18.3,True,3000,30,0.0166,6.264,1660.483,0.8468,6.3308,15153489.3126,0,0.6292,False
LZTBI-0079,tbi_low,1,CL02,P01,H09,3,6,3,72,1,112,117.1,117.1,15,forebrain,2.99,0.0136,12.9,True,3000,30,0.0225,7.3507,792.0987,0.7439,6.2433,3501761.2289,0,0.4539,False
LZTBI-0080,tbi_low,1,CL02,P01,H10,3,4,1,24,1,112,117.1,117.1,16,forebrain,3.27,0.0166,2.1,True,3000,30,0.0283,4.7904,798.2534,0.1477,5.5624,3293031.5019,0,0.6117,False
LZTBI-0080,tbi_low,1,CL02,P01,H10,3,5,2,48,1,112,117.1,117.1,16,forebrain,3.24,0.0175,23.6,True,3000,30,0.0072,4.3764,1238.6509,1.0145,5.6518,9250292.4268,2,0.5897,False
LZTBI-0080,tbi_low,1,CL02,P01,H10,3,6,3,72,1,112,117.1,117.1,16,forebrain,3.19,0.015,4.0,True,3000,30,0.0185,3.3417,510.9616,0.3597,4.7163,1097716.8753,0,0.7335,False
LZTBI-0081,sham,2,CL03,P02,A01,3,4,1,24,0,0,0.0,0.0,1,forebrain,3.42,0.0277,4.0,True,3000,30,0.0241,4.074,1289.7231,0.1477,4.6341,8603798.4218,0,0.8014,False
LZTBI-0081,sham,2,CL03,P02,A01,3,5,2,48,0,0,0.0,0.0,1,forebrain,3.57,0.0125,7.2,True,3000,30,0.0144,2.426,351.9143,0.2015,4.2825,474953.9803,0,0.8409,False
LZTBI-0081,sham,2,CL03,P02,A01,3,6,3,72,0,0,0.0,0.0,1,forebrain,3.18,0.0304,5.3,True,3000,30,0.0191,1.8691,1754.2022,0.25,4.7043,15538811.096,0,0.7325,False
LZTBI-0082,tbi_high,2,CL03,P02,A02,3,4,1,24,1,318,313.9,313.9,2,forebrain,3.29,0.0085,24.8,True,3000,30,0.0138,7.3564,391.1355,0.665,5.9793,901569.6569,0,0.5777,False
LZTBI-0082,tbi_high,2,CL03,P02,A02,3,5,2,48,1,318,313.9,313.9,2,forebrain,3.29,0.0217,12.3,True,3000,30,0.0251,7.4467,1676.8734,1.1453,7.3293,19230307.7868,0,0.5571,False
