fish_id,group,dpf,video_id,dlc_model,dlc_keypoints,dlc_pcutoff,dlc_mean_keypoint_likelihood,dlc_pct_frames_below_pcutoff,dlc_tracking_qc_pass,dlc_mean_speed_mm_s,dlc_max_speed_mm_s,dlc_rest_fraction,dlc_burst_rate_per_min,dlc_mean_tail_bend_deg,dlc_max_tail_bend_deg,dlc_mean_tail_angle_change_deg_s,dlc_max_tail_angle_change_deg_s,dlc_whirlpool_rate_per_min,dlc_behavior_abnormality_index,manual_pts_stage_TRUTH,stunned_phenotype_TRUTH,record_status,template_seed
TBI0030,sham,6,VID_TBI0030_6dpf,dlc_resnet50_placeholder,head|midline_1|midline_2|midline_3|midline_4|tail_tip,0.9,0.995,6.0783,True,1.5197,4.0317,0.2505,1.2895,15.1671,29.9053,28.9597,46.4949,0.0,0.2177,0,False,placeholder_pending_replacement,42
TBI0031,sham,4,VID_TBI0031_4dpf,dlc_resnet50_placeholder,head|midline_1|midline_2|midline_3|midline_4|tail_tip,0.9,0.9806,0.9668,True,1.5257,3.2103,0.2853,4.5983,16.9831,31.7539,32.6617,67.6138,0.2456,0.192,1,False,placeholder_pending_replacement,42
TBI0031,sham,5,VID_TBI0031_5dpf,dlc_resnet50_placeholder,head|midline_1|midline_2|midline_3|midline_4|tail_tip,0.9,0.9648,4.8468,True,1.1774,2.9372,0.1949,5.0708,12.1911,18.7616,28.8622,61.2028,0.0,0.2753,0,False,placeholder_pending_replacement,42
TBI0031,sham,6,VID_TBI0031_6dpf,dlc_resnet50_placeholder,head|midline_1|midline_2|midline_3|midline_4|tail_tip,0.9,0.9628,0.6673,True,1.7426,3.7675,0.3243,3.572,13.3581,25.7109,37.3143,59.9624,0.0,0.1709,0,False,placeholder_pending_replacement,42
TBI0032,sham,4,VID_TBI0032_4dpf,dlc_resnet50_placeholder,head|midline_1|midline_2|midline_3|midline_4|tail_tip,0.9,0.9823,5.9592,True,1.1499,2.4747,0.251,4.1544,12.8014,18.2684,29.829,55.9789,0.0168,0.1531,0,False,placeholder_pending_replacement,42
TBI0032,sham,5,VID_TBI0032_5dpf,dlc_resnet50_placeholder,head|midline_1|midline_2|midline_3|midline_4|tail_tip,0.9,0.9686,3.6651,True,1.1917,2.0505,0.2236,3.9177,12.9028,19.6257,43.1931,63.2869,0.1727,0.277,0,False,placeholder_pending_replacement,42
TBI0032,sham,6,VID_TBI0032_6dpf,dlc_resnet50_placeholder,head|midline_1|midline_2|midline_3|midline_4|tail_tip,0.9,0.9424,2.427,True,2.7459,4.641,0.1379,10.6769,22.7962,41.4407,73.4372,168.1419,0.2563,1.256,2,False,placeholder_pending_replacement,42
TBI0033,sham,4,VID_TBI0033_4dpf,dlc_resnet50_placeholder,head|midline_1|midline_2|midline_3|midline_4|tail_tip,0.9,0.981,3.5294,True,1.2554,2.0901,0.2876,3.4883,9.1428,18.0031,32.911,75.1253,0.1926,0.2614,0,False,placeholder_pending_replacement,42
TBI0033,sham,5,VID_TBI0033_5dpf,dlc_resnet50_placeholder,head|midline_1|midline_2|midline_3|midline_4|tail_tip,0.9,0.9746,3.0078,True,1.4201,2.9202,0.2909,2.6859,18.5135,29.6572,26.7114,56.99,0.1002,0.2651,0,False,placeholder_pending_replacement,42
TBI0033,sham,6,VID_TBI0033_6dpf,dlc_resnet50_placeholder,head|midline_1|midline_2|midline_3|midline_4|tail_tip,0.9,0.9559,1.8749,True,1.3105,2.0983,0.2749,6.244,8.2533,11.6645,34.2267,50.7995,0.0,0.2894,0,False,placeholder_pending_replacement,42
TBI0034,sham,4,VID_TBI0034_4dpf,dlc_resnet50_placeholder,head|midline_1|midline_2|midline_3|midline_4|tail_tip,0.9,0.9833,1.3379,True,1.7052,3.0336,0.2804,5.5552,14.2262,23.8057,30.657,61.5029,0.1954,0.208,0,False,placeholder_pending_replacement,42
TBI0034,sham,5,VID_TBI0034_5dpf,dlc_resnet50_placeholder,head|midline_1|midline_2|midline_3|midline_4|tail_tip,0.9,0.9189,1.3095,True,2.4067,4.5572,0.2211,2.3654,15.5304,20.3112,44.2345,101.2069,0.0303,0.4359,0,False,placeholder_pending_replacement,42
TBI0034,sham,6,VID_TBI0034_6dpf,dlc_resnet50_placeholder,head|midline_1|midline_2|midline_3|midline_4|tail_tip,0.9,0.9434,4.5788,True,1.6681,3.8175,0.2658,3.1379,12.0133,17.1588,22.3168,40.6661,0.1766,0.2271,0,False,placeholder_pending_replacement,42
TBI0035,sham,4,VID_TBI0035_4dpf,dlc_resnet50_placeholder,head|midline_1|midline_2|midline_3|midline_4|tail_tip,0.9,0.9572,1.1585,True,1.1936,2.0502,0.241,3.1209,16.6957,31.3954,38.4058,74.3031,0.0643,0.2621,1,False,placeholder_pending_replacement,42
TBI0035,sham,5,VID_TBI0035_5dpf,dlc_resnet50_placeholder,head|midline_1|midline_2|midline_3|midline_4|tail_tip,0.9,0.9783,3.0504,True,1.8774,4.9406,0.2174,4.9813,13.1163,22.5822,11.8712,20.6582,0.0,0.3199,0,False,placeholder_pending_replacement,42
TBI0035,sham,6,VID_TBI0035_6dpf,dlc_resnet50_placeholder,head|midline_1|midline_2|midline_3|midline_4|tail_tip,0.9,0.9715,0.0,True,1.3304,3.1142,0.2644,3.2069,20.899,29.3874,31.2822,49.8642,0.2672,0.3048,0,False,placeholder_pending_replacement,42
TBI0036,sham,4,VID_TBI0036_4dpf,dlc_resnet50_placeholder,head|midline_1|midline_2|midline_3|midline_4|tail_tip,0.9,0.9545,3.0611,True,1.4205,2.6227,0.1812,5.3784,13.1888,21.3333,37.917,71.7441,0.3976,0.3906,0,False,placeholder_pending_replacement,42
TBI0036,sham,5,VID_TBI0036_5dpf,dlc_resnet50_placeholder,head|midline_1|midline_2|midline_3|midline_4|tail_tip,0.9,0.9626,0.9633,True,1.522,3.2596,0.2957,2.4016,15.0714,26.2651,40.7327,62.8727,0.0979,0.2277,0,False,placeholder_pending_replacement,42
TBI0036,sham,6,VID_TBI0036_6dpf,dlc_resnet50_placeholder,head|midline_1|midline_2|midline_3|midline_4|tail_tip,0.9,0.9577,2.8091,True,1.4171,2.5617,0.2398,3.5895,17.5354,35.0218,33.5939,48.9563,0.4155,0.2934,0,False,placeholder_pending_replacement,42
TBI0037,sham,4,VID_TBI0037_4dpf,dlc_resnet50_placeholder,head|midline_1|midline_2|midline_3|midline_4|tail_tip,0.9,0.9367,5.7227,True,1.5931,3.9078,0.3136,5.6096,12.0048,23.8801,39.499,79.4013,0.0,0.2282,0,False,placeholder_pending_replacement,42
TBI0037,sham,5,VID_TBI0037_5dpf,dlc_resnet50_placeholder,head|midline_1|midline_2|midline_3|midline_4|tail_tip,0.9,0.9822,4.0014,True,1.7597,4.783,0.24,3.8008,11.5276,21.1307,22.0101,49.0927,0.0734,0.2156,0,False,placeholder_pending_replacement,42
TBI0037,sham,6,VID_TBI0037_6dpf,dlc_resnet50_placeholder,head|midline_1|midline_2|midline_3|midline_4|tail_tip,0.9,0.995,3.3261,True,1.3281,3.2043,0.2598,4.3318,12.8067,18.3953,34.9786,69.3725,0.1537,0.1657,0,False,placeholder_pending_replacement,42
TBI0038,sham,4,VID_TBI0038_4dpf,dlc_resnet50_placeholder,head|midline_1|midline_2|midline_3|midline_4|tail_tip,0.9,0.9745,0.6285,True,1.8235,3.5931,0.2718,5.0099,8.7161,14.7801,38.9047,55.9713,0.0483,0.2605,0,False,placeholder_pending_replacement,42
TBI0038,sham,5,VID_TBI0038_5dpf,dlc_resnet50_placeholder,head|midline_1|midline_2|midline_3|midline_4|tail_tip,0.9,0.788,20.2459,False,1.3894,3.2879,0.3224,3.6019,17.3135,30.1243,35.4317,63.0312,0.0,0.1936,0,False,placeholder_pending_replacement,42
TBI0038,sham,6,VID_TBI0038_6dpf,dlc_resnet50_placeholder,head|midline_1|midline_2|midline_3|midline_4|tail_tip,0.9,0.9529,4.0007,True,1.5324,2.9887,0.2977,2.1114,12.6534,17.016,44.079,90.9664,0.0,0.2359,0,False,placeholder_pending_replacement,42
TBI0039,sham,4,VID_TBI0039_4dpf,dlc_resnet50_placeholder,head|midline_1|midline_2|midline_3|midline_4|tail_tip,0.9,0.9749,0.0,True,1.3046,3.1391,0.2548,4.1397,10.7235,19.912,34.6442,66.8862,0.2779,0.24,0,False,placeholder_pending_replacement,42
TBI0039,sham,5,VID_TBI0039_5dpf,dlc_resnet50_placeholder,head|midline_1|midline_2|midline_3|midline_4|tail_tip,0.9,0.9526,4.0187,True,1.8325,4.8126,0.2089,5.3952,12.7816,18.0761,23.772,44.1332,0.0,0.2785,0,False,placeholder_pending_replacement,42
TBI0039,sham,6,VID_TBI0039_6dpf,dlc_resnet50_placeholder,head|midline_1|midline_2|midline_3|midline_4|tail_tip,0.9,0.9691,4.5134,True,1.7917,3.9921,0.2627,3.129,17.4058,33.6809,38.1911,83.6459,0.0,0.201,0,False,placeholder_pending_replacement,42
TBI0040,sham,4,VID_TBI0040_4dpf,dlc_resnet50_placeholder,head|midline_1|midline_2|midline_3|midline_4|tail_tip,0.9,0.9856,1.0274,True,1.4849,4.1304,0.2815,4.2309,15.6179,23.0135,24.6636,36.2149,0.0304,0.1209,0,False,placeholder_pending_replacement,42
TBI0040,sham,5,VID_TBI0040_5dpf,dlc_resnet50_placeholder,head|midline_1|midline_2|midline_3|midline_4|tail_tip,0.9,0.9409,2.1882,True,1.1198,2.8558,0.2035,3.2409,13.9752,22.5811,27.134,57.2691,0.12,0.2803,0,False,placeholder_pending_replacement,42
TBI0040,sham,6,VID_TBI0040_6dpf,dlc_resnet50_placeholder,head|midline_1|midline_2|midline_3|midline_4|tail_tip,0.9,0.9338,4.3613,True,1.0297,2.4833,0.2478,4.5187,16.4748,30.0219,26.2956,41.7517,0.1883,0.3017,0,False,placeholder_pending_replacement,42
TBI0041,sham,4,VID_TBI0041_4dpf,dlc_resnet50_placeholder,head|midline_1|midline_2|midline_3|midline_4|tail_tip,0.9,0.9565,3.0357,True,1.6551,2.9901,0.2871,4.6826,19.6314,32.9876,38.3401,80.0862,0.0,0.2118,0,False,placeholder_pending_replacement,42
TBI0041,sham,5,VID_TBI0041_5dpf,dlc_resnet50_placeholder,head|midline_1|midline_2|midline_3|midline_4|tail_tip,0.9,0.9675,0.0,True,1.7519,3.7932,0.3358,2.9001,14.709,24.0647,24.4547,56.1941,0.0,0.2382,0,False,placeholder_pending_replacement,42
TBI0041,sham,6,VID_TBI0041_6dpf,dlc_resnet50_placeholder,head|midline_1|midline_2|midline_3|midline_4|tail_tip,0.9,0.9716,2.9969,True,1.4103,2.7761,0.31,5.2672,17.9301,28.9036,38.9947,65.9045,0.193,0.3186,0,False,placeholder_pending_replacement,42
TBI0042,sham,4,VID_TBI0042_4dpf,dlc_resnet50_placeholder,head|midline_1|midline_2|midline_3|midline_4|tail_tip,0.9,0.9635,2.8277,True,1.693,4.6095,0.2073,3.1867,17.2272,22.4436,34.8541,53.2876,0.0,0.2204,0,False,placeholder_pending_replacement,42
TBI0042,sham,5,VID_TBI0042_5dpf,dlc_resnet50_placeholder,head|midline_1|midline_2|midline_3|midline_4|tail_tip,0.9,0.9583,1.3721,True,1.4562,4.0165,0.3088,2.9416,14.5311,24.982,34.816,61.7676,0.0,0.1502,0,False,placeholder_pending_replacement,42
TBI0042,sham,6,VID_TBI0042_6dpf,dlc_resnet50_placeholder,head|midline_1|midline_2|midline_3|midline_4|tail_tip,0.9,0.9741,2.6407,True,2.0194,3.7465,0.3023,2.4526,15.4718,29.951,38.8069,85.4145,0.1361,0.3326,0,False,placeholder_pending_replacement,42
TBI0043,sham,4,VID_TBI0043_4dpf,dlc_resnet50_placeholder,head|midline_1|midline_2|midline_3|midline_4|tail_tip,0.9,0.9668,4.5734,True,1.3901,2.378,0.1901,5.8149,16.9047,28.3963,51.3424,106.6257,0.0,0.3928,0,False,placeholder_pending_replacement,42
TBI0043,sham,5,VID_TBI0043_5dpf,dlc_resnet50_placeholder,head|midline_1|midline_2|midline_3|midline_4|tail_tip,0.9,0.9948,1.3638,True,1.5321,3.3981,0.361,4.0602,11.2218,21.2734,41.8155,74.7755,0.1209,0.2604,0,False,placeholder_pending_replacement,42
TBI0043,sham,6,VID_TBI0043_6dpf,dlc_resnet50_placeholder,head|midline_1|midline_2|midline_3|midline_4|tail_tip,0.9,0.9423,2.8095,True,1.6219,3.1975,0.3084,4.9348,15.8699,22.8556,34.7835,51.3534,0.0,0.1604,0,False,placeholder_pending_replacement,42
TBI0044,sham,4,VID_TBI0044_4dpf,dlc_resnet50_placeholder,head|midline_1|midline_2|midline_3|midline_4|tail_tip,0.9,0.995,5.7704,True,1.7072,4.2845,0.2762,3.4172,10.8495,21.4091,34.1422,50.4102,0.0,0.1377,0,False,placeholder_pending_replacement,42
TBI0044,sham,5,VID_TBI0044_5dpf,dlc_resnet50_placeholder,head|midline_1|midline_2|midline_3|midline_4|tail_tip,0.9,0.9435,4.4921,True,1.5102,2.7017,0.2575,4.6116,16.0046,28.2684,30.8234,60.6182,0.0329,0.1085,0,False,placeholder_pending_replacement,42
TBI0044,sham,6,VID_TBI0044_6dpf,dlc_resnet50_placeholder,head|midline_1|midline_2|midline_3|midline_4|tail_tip,0.9,0.9875,1.2008,True,2.6055,4.2937,0.0959,6.7791,29.8954,55.5014,94.3976,156.1979,0.2913,1.315,1,False,placeholder_pending_replacement,42
TBI0045,sham,4,VID_TBI0045_4dpf,dlc_resnet50_placeholder,head|midline_1|midline_2|midline_3|midline_4|tail_tip,0.9,0.9179,3.6252,True,3.1677,5.8426,0.1546,10.4176,25.191,34.7149,64.7486,97.6338,0.4236,1.3536,1,False,placeholder_pending_replacement,42
TBI0045,sham,5,VID_TBI0045_5dpf,dlc_resnet50_placeholder,head|midline_1|midline_2|midline_3|midline_4|tail_tip,0.9,0.969,2.5825,True,4.1607,7.3728,0.0363,14.7131,44.9033,83.8437,125.8633,256.0546,1.33,2.9344,2,False,placeholder_pending_replacement,42
TBI0045,sham,6,VID_TBI0045_6dpf,dlc_resnet50_placeholder,head|midline_1|midline_2|midline_3|midline_4|tail_tip,0.9,0.9615,2.0989,True,2.7791,6.4012,0.2265,8.7688,25.6757,42.5476,83.4488,119.5339,0.3951,1.2054,1,False,placeholder_pending_replacement,42
TBI0046,sham,4,VID_TBI0046_4dpf,dlc_resnet50_placeholder,head|midline_1|midline_2|midline_3|midline_4|tail_tip,0.9,0.9729,4.0383,True,1.75,4.259,0.2167,6.1356,8.8527,13.2056,23.2596,39.7827,0.0868,0.3905,0,False,placeholder_pending_replacement,42
TBI0046,sham,5,VID_TBI0046_5dpf,dlc_resnet50_placeholder,head|midline_1|midline_2|midline_3|midline_4|tail_tip,0.9,0.9807,0.0,True,1.4342,4.0093,0.2582,3.0564,10.3535,20.5593,20.6919,36.8476,0.0,0.2187,1,False,placeholder_pending_replacement,42
TBI0046,sham,6,VID_TBI0046_6dpf,dlc_resnet50_placeholder,head|midline_1|midline_2|midline_3|midline_4|tail_tip,0.9,0.9571,0.3764,True,0.9237,1.7556,0.259,3.5887,12.0461,19.4778,33.771,49.9461,0.0832,0.2373,0,False,placeholder_pending_replacement,42
TBI0047,sham,4,VID_TBI0047_4dpf,dlc_resnet50_placeholder,head|midline_1|midline_2|midline_3|midline_4|tail_tip,0.9,0.9633,1.903,True,1.5358,3.1332,0.3289,1.439,13.8336,24.9319,31.6792,71.4254,0.0,0.22,0,False,placeholder_pending_replacement,42
TBI0047,sham,5,VID_TBI0047_5dpf,dlc_resnet50_placeholder,head|midline_1|midline_2|midline_3|midline_4|tail_tip,0.9,0.9836,4.5055,True,1.6114,3.3645,0.2806,6.211,11.995,21.0446,34.3688,65.8708,0.07,0.2191,0,False,placeholder_pending_replacement,42
TBI0047,sham,6,VID_TBI0047_6dpf,dlc_resnet50_placeholder,head|midline_1|midline_2|midline_3|midline_4|tail_tip,0.9,0.9573,2.1003,True,1.3681,3.1079,0.2136,4.3292,16.6857,25.2635,34.1866,75.7805,0.3782,0.3072,0,False,placeholder_pending_replacement,42
TBI0048,sham,4,VID_TBI0048_4dpf,dlc_resnet50_placeholder,head|midline_1|midline_2|midline_3|midline_4|tail_tip,0.9,0.969,7.6375,True,1.5027,3.1751,0.2788,2.4084,12.6151,20.9061,36.6981,68.1986,0.1152,0.1982,0,False,placeholder_pending_replacement,42
TBI0048,sham,5,VID_TBI0048_5dpf,dlc_resnet50_placeholder,head|midline_1|midline_2|midline_3|midline_4|tail_tip,0.9,0.9487,1.4175,True,1.6552,3.2049,0.309,4.9275,15.7662,29.9874,31.2127,54.832,0.0592,0.1737,0,False,placeholder_pending_replacement,42
TBI0048,sham,6,VID_TBI0048_6dpf,dlc_resnet50_placeholder,head|midline_1|midline_2|midline_3|midline_4|tail_tip,0.9,0.995,2.9355,True,1.4462,3.17,0.3162,3.9743,11.5452,15.6615,18.27,37.4775,0.0,0.2007,0,False,placeholder_pending_replacement,42
TBI0049,sham,4,VID_TBI0049_4dpf,dlc_resnet50_placeholder,head|midline_1|midline_2|midline_3|midline_4|tail_tip,0.9,0.9833,0.6,True,1.3236,2.4064,0.2426,5.465,16.924,22.1681,26.349,44.8201,0.0,0.2435,0,False,placeholder_pending_replacement,42
TBI0049,sham,5,VID_TBI0049_5dpf,dlc_resnet50_placeholder,head|midline_1|midline_2|midline_3|midline_4|tail_tip,0.9,0.9621,0.0,True,2.5171,4.6188,0.2828,3.5052,18.2601,33.9663,17.2717,29.4696,0.0351,0.4146,0,False,placeholder_pending_replacement,42
TBI0049,sham,6,VID_TBI0049_6dpf,dlc_resnet50_placeholder,head|midline_1|midline_2|midline_3|midline_4|tail_tip,0.9,0.9522,3.7019,True,1.5236,4.0043,0.2927,5.38,15.8212,23.7693,32.5893,66.1565,0.0,0.143,0,False,placeholder_pending_replacement,42
TBI0050,sham,4,VID_TBI0050_4dpf,dlc_resnet50_placeholder,head|midline_1|midline_2|midline_3|midline_4|tail_tip,0.9,0.9586,2.8195,True,0.9786,1.9699,0.2843,2.9482,8.0325,15.7275,36.3249,71.3675,0.3592,0.4395,0,False,placeholder_pending_replacement,42
TBI0050,sham,5,VID_TBI0050_5dpf,dlc_resnet50_placeholder,head|midline_1|midline_2|midline_3|midline_4|tail_tip,0.9,0.941,5.8971,True,1.6673,2.8083,0.2879,6.5352,11.9949,15.7464,39.2393,55.8161,0.206,0.3317,0,False,placeholder_pending_replacement,42
TBI0050,sham,6,VID_TBI0050_6dpf,dlc_resnet50_placeholder,head|midline_1|midline_2|midline_3|midline_4|tail_tip,0.9,0.9929,6.1245,True,1.475,3.5274,0.2505,4.6271,8.4905,16.855,25.6757,53.1547,0.177,0.2621,0,False,placeholder_pending_replacement,42
TBI0051,sham,4,VID_TBI0051_4dpf,dlc_resnet50_placeholder,head|midline_1|midline_2|midline_3|midline_4|tail_tip,0.9,0.948,2.5131,True,1.9444,4.6355,0.1557,5.0372,12.6088,19.563,28.7173,51.5529,0.2908,0.4155,0,False,placeholder_pending_replacement,42
TBI0051,sham,5,VID_TBI0051_5dpf,dlc_resnet50_placeholder,head|midline_1|midline_2|midline_3|midline_4|tail_tip,0.9,0.7793,17.8843,False,2.1357,3.8792,0.2851,0.9085,14.9789,25.9062,32.303,51.8655,0.027,0.3389,0,False,placeholder_pending_replacement,42
TBI0051,sham,6,VID_TBI0051_6dpf,dlc_resnet50_placeholder,head|midline_1|midline_2|midline_3|midline_4|tail_tip,0.9,0.963,1.7334,True,1.3106,2.1288,0.2768,3.3878,14.0871,26.6186,30.001,68.2913,0.0,0.1054,0,False,placeholder_pending_replacement,42
TBI0052,sham,4,VID_TBI0052_4dpf,dlc_resnet50_placeholder,head|midline_1|midline_2|midline_3|midline_4|tail_tip,0.9,0.995,4.7264,True,1.6755,3.6041,0.2619,3.8216,16.2084,28.286,19.5623,41.3033,0.0,0.1565,1,False,placeholder_pending_replacement,42
TBI0052,sham,5,VID_TBI0052_5dpf,dlc_resnet50_placeholder,head|midline_1|midline_2|midline_3|midline_4|tail_tip,0.9,0.9479,6.2036,True,1.6201,3.217,0.273,3.3963,10.9578,18.7629,21.8672,40.764,0.0122,0.1668,0,False,placeholder_pending_replacement,42
TBI0052,sham,6,VID_TBI0052_6dpf,dlc_resnet50_placeholder,head|midline_1|midline_2|midline_3|midline_4|tail_tip,0.9,0.9276,2.6831,True,1.1519,2.764,0.2387,2.6949,16.1826,30.8437,33.3652,50.9583,0.0,0.2372,0,False,placeholder_pending_replacement,42
TBI0053,sham,4,VID_TBI0053_4dpf,dlc_resnet50_placeholder,head|midline_1|midline_2|midline_3|midline_4|tail_tip,0.9,0.9703,3.6397,True,1.1736,1.9301,0.2883,4.7668,21.4076,36.1282,27.0253,51.8424,0.0,0.2958,0,False,placeholder_pending_replacement,42
TBI0053,sham,5,VID_TBI0053_5dpf,dlc_resnet50_placeholder,head|midline_1|midline_2|midline_3|midline_4|tail_tip,0.9,0.995,0.4891,True,1.659,3.0751,0.2797,3.9455,15.2932,30.3513,33.8351,60.6037,0.0295,0.0796,0,False,placeholder_pending_replacement,42
TBI0053,sham,6,VID_TBI0053_6dpf,dlc_resnet50_placeholder,head|midline_1|midline_2|midline_3|midline_4|tail_tip,0.9,0.9463,3.0008,True,1.7599,4.798,0.2246,2.8078,15.8166,27.6318,29.901,66.0704,0.0,0.2067,0,False,placeholder_pending_replacement,42
TBI0054,sham,4,VID_TBI0054_4dpf,dlc_resnet50_placeholder,head|midline_1|midline_2|midline_3|midline_4|tail_tip,0.9,0.9408,4.0424,True,1.2939,2.2635,0.2835,2.5614,16.0717,25.5815,40.4627,88.3335,0.0636,0.2555,0,False,placeholder_pending_replacement,42
TBI0054,sham,5,VID_TBI0054_5dpf,dlc_resnet50_placeholder,head|midline_1|midline_2|midline_3|midline_4|tail_tip,0.9,0.9761,2.5743,True,1.6392,4.5836,0.2598,4.6516,14.3543,22.156,7.4158,12.2876,0.0486,0.2354,0,False,placeholder_pending_replacement,42
TBI0054,sham,6,VID_TBI0054_6dpf,dlc_resnet50_placeholder,head|midline_1|midline_2|midline_3|midline_4|tail_tip,0.9,0.9839,4.7111,True,1.9704,4.4932,0.1932,3.4041,16.5455,23.7537,44.3672,75.8807,0.0584,0.3476,0,False,placeholder_pending_replacement,42
TBI0055,sham,4,VID_TBI0055_4dpf,dlc_resnet50_placeholder,head|midline_1|midline_2|midline_3|midline_4|tail_tip,0.9,0.9747,1.6125,True,2.3148,3.8048,0.2966,2.5622,13.8742,22.3407,32.5396,63.6285,0.1554,0.328,0,False,placeholder_pending_replacement,42
TBI0055,sham,5,VID_TBI0055_5dpf,dlc_resnet50_placeholder,head|midline_1|midline_2|midline_3|midline_4|tail_tip,0.9,0.9757,1.8143,True,1.3161,2.1127,0.2674,3.0054,14.5101,23.399,30.11,42.3182,0.0,0.1269,0,False,placeholder_pending_replacement,42
TBI0055,sham,6,VID_TBI0055_6dpf,dlc_resnet50_placeholder,head|midline_1|midline_2|midline_3|midline_4|tail_tip,0.9,0.9376,6.3511,True,1.7063,3.6246,0.2768,4.3581,17.9627,25.9761,35.0565,50.5324,0.1478,0.1941,0,False,placeholder_pending_replacement,42
TBI0056,sham,4,VID_TBI0056_4dpf,dlc_resnet50_placeholder,head|midline_1|midline_2|midline_3|midline_4|tail_tip,0.9,0.9788,3.7382,True,1.0425,2.4106,0.2821,4.9429,15.726,23.7394,35.3775,71.2524,0.0,0.2214,0,False,placeholder_pending_replacement,42
TBI0056,sham,5,VID_TBI0056_5dpf,dlc_resnet50_placeholder,head|midline_1|midline_2|midline_3|midline_4|tail_tip,0.9,0.9455,4.7796,True,1.4585,3.4367,0.263,3.6207,20.7255,27.2806,14.0744,23.2345,0.0,0.2673,0,False,placeholder_pending_replacement,42
TBI0056,sham,6,VID_TBI0056_6dpf,dlc_resnet50_placeholder,head|midline_1|midline_2|midline_3|midline_4|tail_tip,0.9,0.995,5.4525,True,1.5971,4.2033,0.3084,2.7169,12.361,23.3848,33.4334,50.0882,0.4772,0.3218,0,False,placeholder_pending_replacement,42
TBI0057,sham,4,VID_TBI0057_4dpf,dlc_resnet50_placeholder,head|midline_1|midline_2|midline_3|midline_4|tail_tip,0.9,0.9935,0.8624,True,1.5533,3.8812,0.3592,4.7531,8.8231,15.5952,7.1161,15.8572,0.1373,0.4288,0,False,placeholder_pending_replacement,42
TBI0057,sham,5,VID_TBI0057_5dpf,dlc_resnet50_placeholder,head|midline_1|midline_2|midline_3|midline_4|tail_tip,0.9,0.9305,1.7638,True,1.5451,4.2963,0.2682,4.2273,6.9275,11.5832,47.047,99.7681,0.0,0.2232,0,False,placeholder_pending_replacement,42
TBI0057,sham,6,VID_TBI0057_6dpf,dlc_resnet50_placeholder,head|midline_1|midline_2|midline_3|midline_4|tail_tip,0.9,0.9876,4.1873,True,1.663,3.9114,0.2784,2.6964,9.3917,12.6747,22.8868,38.5719,0.0131,0.2414,0,False,placeholder_pending_replacement,42
TBI0058,sham,4,VID_TBI0058_4dpf,dlc_resnet50_placeholder,head|midline_1|midline_2|midline_3|midline_4|tail_tip,0.9,0.9884,4.0725,True,1.5768,2.9356,0.2166,4.2344,9.9446,17.5428,22.4079,46.8365,0.0,0.2069,0,False,placeholder_pending_replacement,42
TBI0058,sham,5,VID_TBI0058_5dpf,dlc_resnet50_placeholder,head|midline_1|midline_2|midline_3|midline_4|tail_tip,0.9,0.9696,7.4337,True,1.7221,3.421,0.3265,4.4006,12.663,21.7094,15.3421,21.8314,0.0313,0.2572,0,False,placeholder_pending_replacement,42
TBI0058,sham,6,VID_TBI0058_6dpf,dlc_resnet50_placeholder,head|midline_1|midline_2|midline_3|midline_4|tail_tip,0.9,0.9422,6.6091,True,1.1538,2.2263,0.3205,5.5548,14.9687,25.2147,43.9657,83.3004,0.1891,0.3795,0,False,placeholder_pending_replacement,42
TBI0059,sham,4,VID_TBI0059_4dpf,dlc_resnet50_placeholder,head|midline_1|midline_2|midline_3|midline_4|tail_tip,0.9,0.9714,1.7262,True,2.1282,5.4072,0.2736,1.2375,15.8267,25.1869,24.7673,55.5685,0.0,0.3517,0,False,placeholder_pending_replacement,42
TBI0059,sham,5,VID_TBI0059_5dpf,dlc_resnet50_placeholder,head|midline_1|midline_2|midline_3|midline_4|tail_tip,0.9,0.9857,0.0,True,1.0708,2.916,0.3555,2.1296,15.2585,21.0825,35.1197,78.4487,0.0641,0.3665,0,False,placeholder_pending_replacement,42
TBI0059,sham,6,VID_TBI0059_6dpf,dlc_resnet50_placeholder,head|midline_1|midline_2|midline_3|midline_4|tail_tip,0.9,0.9417,1.677,True,1.6346,3.7195,0.3051,2.3478,9.7654,14.8754,45.3955,101.5262,0.0763,0.327,0,False,placeholder_pending_replacement,42
TBI0060,sham,4,VID_TBI0060_4dpf,dlc_resnet50_placeholder,head|midline_1|midline_2|midline_3|midline_4|tail_tip,0.9,0.9876,0.4915,True,1.2352,3.2174,0.2702,2.9284,15.1282,20.1629,17.5341,27.2998,0.0,0.2303,0,False,placeholder_pending_replacement,42
TBI0060,sham,5,VID_TBI0060_5dpf,dlc_resnet50_placeholder,head|midline_1|midline_2|midline_3|midline_4|tail_tip,0.9,0.9581,5.5255,True,0.9567,2.1539,0.3101,3.1199,17.6599,26.1386,28.1747,43.81,0.0122,0.3081,0,False,placeholder_pending_replacement,42
TBI0060,sham,6,VID_TBI0060_6dpf,dlc_resnet50_placeholder,head|midline_1|midline_2|midline_3|midline_4|tail_tip,0.9,0.9431,6.3336,True,1.5497,2.7354,0.2929,3.6714,17.2271,22.4489,50.4946,79.4623,0.0,0.2095,0,False,placeholder_pending_replacement,42
